PubID,PubMedID,PubYear,NumPts,NumIsolates,NumLANLIsolates,NumLANLIsolatesQCPassed,Title,Authors,Subtypes,RxStatus,Notes
PM10984542,10984542,2000,,22,22,22,A distinctive clade B HIV type 1 is heterosexually transmitted in Trinidad and Tobago,"Cleghorn,F.R., Jack,N., Carr,J.K., Edwards,J., Mahabir,B., Sill,A., McDanal,C.B., Connolly,S.M., Goodman,D., Bennetts,R.Q., O'Brien,T.R., Weinhold,K.J., Bartholomew,C., Blattner,W.A. and Greenberg,M.L.",B,ProbablyNaive,
PM19182920,19182920,2009,,23,22,22,"Identification and characterization of CRF02_AG, CRF06_cpx, and CRF09_cpx recombinant subtypes in Mali, West Africa","Imamichi,H., Koita,O., Dabitao,D., Dao,S., Ibrah,M., Sogoba,D., Dewar,R.L., Berg,S.C., Jiang,M.K., Parta,M., Washington,J.A., Polis,M.A., Lane,H.C. and Tounkara,A.",02_AG; 06_cpx; 09_cpx; A,PI-Naive,
PM9445059,9445059,1998,21,34,22,22,Immunological and virological analyses of persons infected by human immunodeficiency virus type 1 while participating in trials of recombinant gp120 subunit vaccines,"Connor,R.I., Korber,B.T.M., Graham,B.S., Hahn,B.H., Ho,D.D., Walker,B.D., Neumann,A.U., Vermund,S.H., Mestecky,J., Jackson,S., Fenamore,E., Cao,Y., Gao,F., Kalams,S., Kunstman,K.J., McDonald,D., McWilliams,N., Trkola,A., Moore,J.P. and Wolinsky,S.M.",B,Naive,
PM16910837,16910837,2006,21,26,21,21,Molecular epidemiology of HIV Type 1 in preparation for a Phase III prime-boost vaccine trial in Thailand and a new approach to HIV Type 1 genotyping,"Watanaveeradej,V., Benenson,M.W., Souza,M.D., Sirisopana,N., Nitayaphan,S., Tontichaivanich,C., Amphaipit,R., Renzullo,P.O., Brown,A.E., McNeil,J.G., Robb,M.L., Birx,D.L., Tovanabutra,S., Carr,J.K. and McCutchan,F.E.",01B; 01_AE; 52_01B; B,Naive,
PM18691031,18691031,2008,,46,21,21,Increase of non-B subtypes and recombinants among newly diagnosed HIV-1 native Spaniards and immigrants in Spain,"Holguin,A., de Mulder,M., Yebra,G., Lopez,M. and Soriano,V.",02_AG; 06_cpx; 1113; 11_cpx; 22_01A1; A1; A1D; A1U; C; F2; G,Naive,
PM20373959,20373959,2010,,310,21,21,Characterization of emergent HIV resistance in treatment-naive subjects enrolled in a vicriviroc phase 2 trial,"McNicholas,P., Wei,Y., Whitcomb,J., Greaves,W., Black,T.A., Tremblay,C.L. and Strizki,J.M.",B; D; F1,Problem,
HSIx0rMpopycW1_SZRJ2Y32Q,,2013,,21,20,20,CAVD/CA-VIMC Southern Africa HIV-1 Env-pseudotyped Virus Panel Project,"Ping,L.-H., Hahn,B.H., Montefiori,D.C., Williamson,C., Swanstrom,R., Anderson,J.A., Salazar-Gonzalez,J.F., Salazar,M.G., Iyer,S.S., Learn,G.H., Decker,J.M., Kincer,L., Arney,L., Vermeulen,M. and Saville,A.",C,Unpublished,
HSX_KISyrIK_JP7BeEYGpD7Q,,2013,,90,20,20,Direct Submission,"Wei,H.",01BC; 01C; 01_AE; 64_BC; 87_cpx; 88_BC; BC; C,Unpublished,
HScEhdtsrenAP5VrZ4AeOHwg,,2013,,20,20,20,CAVD/CA-VIMC Neutralization Serotype Discovery Project,"Chen,Y., Gao,F., Hahn,B.H., Swanstrom,R., Kim,J., Seaman,M.S., Williamson,C. and Montefiori,D.C.",07_BC; B,Unpublished,
HSkOxq8_LtYCx0cXaXXtjgsw,,2007,,20,20,20,Direct Submission,"Jiang,C., Kirchherr,J., Haynes,B. and Gao,F.",B,Naive,
PM15320994,15320994,2005,,20,20,20,HIV type 1 subtypes among blood donors in the Mbeya region of southwest Tanzania,"Arroyo,M.A., Hoelscher,M., Sanders-Buell,E., Herbinger,K.H., Samky,E., Maboko,L., Hoffmann,O., Robb,M.R., Birx,D.L. and McCutchan,F.E.",A1; A1C; A1D; C; CD; D,Naive,
PM17514017,17514017,2007,,20,20,20,Development of an HIV-1 Reference Panel of Recombinant Viruses that Express Envelope Proteins Derived from Recently Transmitted Subtype B Isolates,"Schweighardt,B., Liu,Y., Huang,W., Chappey,C., Lie,Y.S., Petropoulos,C.J. and Wrin,T.",02_AG; B,ProbablyNaive,
PM18507530,18507530,2008,,20,20,20,Genotypic characterization and comparison of full-length envelope glycoproteins from South African HIV type 1 subtype C primary isolates that utilize CCR5 and/or CXCR4,"Michler,K., Connell,B.J., Venter,W.D., Stevens,W.S., Capovilla,A. and Papathanasopoulos,M.A.",C; CD,ProbablyNaive,
PM20156095,20156095,2010,21,28,20,20,"Evaluation of HIV type 1 strains in men having sex with men and in female sex workers in Mombasa, Kenya","Tovanabutra,S., Sanders,E.J., Graham,S.M., Mwangome,M., Peshu,N., McClelland,R.S., Muhaari,A., Crossler,J., Price,M.A., Gilmour,J., Michael,N.L. and McCutchan,F.M.",A1; A1A2CD; A1A2D; A1C; A1D; DG,Naive,
PM26115688,26115688,2015,24,24,20,20,Subtype-independent near full-length HIV-1 genome sequencing and assembly to be used in large molecular epidemiological studies and clinical management,"Grossmann,S., Nowak,P. and Neogi,U.",01B; 01_AE; 02_AG; B; C,Naive,
PM26997611,26997611,2016,,20,20,20,Functional characteristics of the natural polymorphisms of HIV-1 gp41 in HIV-1 isolates from enfuvirtide-naive Korean patients,"Shin,Y., Yoon,C.H., Yang,H.J., Lim,H., Choi,B.S., Kim,S.S. and Kang,C.",B,Rx,
PM26339063,26339063,2015,,539,19,19,Characterizing the Diverse Mutational Pathways Associated with R5-Tropic Maraviroc Resistance: HIV-1 That Uses the Drug-Bound CCR5 Coreceptor,"Jiang,X., Feyertag,F., Meehan,C.J., McCormack,G.P., Travers,S.A., Craig,C., Westby,M., Lewis,M. and Robertson,D.L.",B,Rx,
PM15857994,15857994,2005,42,84,18,18,"Biologic and genetic characterization of a panel of 60 human immunodeficiency virus type 1 isolates, representing clades A, B, C, D, CRF01_AE, and CRF02_AG, for the development and assessment of candidate vaccines","Brown,B.K., Darden,J.M., Tovanabutra,S., Oblander,T., Frost,J., Sanders-Buell,E., de Souza,M.S., Birx,D.L., McCutchan,F.E. and Polonis,V.R.",01_AE; A1; B; C; D,Naive,
PM16641269,16641269,2006,,610,18,18,Neutralizing antibodies do not mediate suppression of human immunodeficiency virus type 1 in elite suppressors or selection of plasma virus variants in patients on highly active antiretroviral therapy,"Bailey,J.R., Lassen,K.G., Yang,H.C., Quinn,T.C., Ray,S.C., Blankson,J.N. and Siliciano,R.F.",B,Mixed,
PM24369910,24369910,2013,,165,18,18,HIV-1 envelope replication and alpha4beta7 utilization among newly infected subjects and their corresponding heterosexual partners,"Pena-Cruz,V., Etemad,B., Chatziandreou,N., Nyein,P.H., Stock,S., Reynolds,S.J., Laeyendecker,O., Gray,R.H., Serwadda,D., Lee,S.J., Quinn,T.C. and Sagar,M.",D,Naive,
PM26763952,26763952,2016,,20,18,18,"Geographic origin and evolutionary history of China's two predominant HIV-1 circulating recombinant forms, CRF07_BC and CRF08_BC","Feng,Y., Takebe,Y., Wei,H., He,X., Hsi,J.H., Li,Z., Xing,H., Ruan,Y., Yang,Y., Li,F., Wei,J., Li,X. and Shao,Y.",07_BC; 08_BC; BC,Naive,
PM27959728,27959728,2037,,,18,18,Effect of HIV Antibody VRC01 on Viral Rebound after Treatment Interruption,"Bar,K.J., Sneller,M.C., Harrison,L.J., Justement,J.S., Overton,E.T., Petrone,M.E., Salantes,D.B., Seamon,C.A., Scheinfeld,B., Kwan,R.W., Learn,G.H., Proschan,M.A., Kreider,E.F., Blazkova,J., Bardsley,M., Refsland,E.W., Messer,M., Clarridge,K.E., Tustin,N.B., Madden,P.J., Oden,K., O'Dell,S.J., Jarocki,B., Shiakolas,A.R., Tressler,R.L., Doria-Rose,N.A., Bailer,R.T., Ledgerwood,J.E., Capparelli,E.V., Lynch,R.M., Graham,B.S., Moir,S., Koup,R.A., Mascola,J.R., Hoxie,J.A., Fauci,A.S., Tebas,P. and Chun,T.W.",B,Mixed,
HSxxLW4SgONIjbgppByJ3qmQ,,,,40,17,17,A comprehensive panel of infectious molecular clones derived from HIV isolates of BBI subtype infectivity panel,"Takekawa,N., Takeda,S., Uchiyama,C. and Tatsumi,M.",01_AE; 02_AG; 06_cpx; A1; B; C; D; F1; G; U,Unpublished,
PM11600844,11600844,2001,,42,17,17,Diverse BF recombinants have spread widely since the introduction of HIV-1 into South America,"Carr,J.K., Avila,M., Gomez Carrillo,M., Salomon,H., Hierholzer,J., Watanaveeradej,V., Pando,M.A., Negrete,M., Russell,K.L., Sanchez,J., Birx,D.L., Andrade,R., Vinoles,J. and McCutchan,F.E.",12_BF; 17_BF; B; BF,Naive,
PM16378985,16378985,2006,,158,17,17,Neutralization escape variants of human immunodeficiency virus type 1 are transmitted from mother to infant,"Wu,X., Parast,A.B., Richardson,B.A., Nduati,R., John-Stewart,G., Mbori-Ngacha,D., Rainwater,S.M. and Overbaugh,J.",A1; A1CD; A1D; AD; CD,Rx,
PM18184088,18184088,2007,,17,17,17,Characterization of near full-length genomes of HIV type 1 strains in Denmark: basis for a universal therapeutic vaccine,"Andresen,B.S., Vinner,L., Tang,S., Bragstad,K., Kronborg,G., Gerstoft,J., Corbet,S. and Fomsgaard,A.",B; C,Naive,
PM20423223,20423223,2010,,577,17,17,"A substantial transmission bottleneck among newly and recently HIV-1-infected injection drug users in St Petersburg, Russia","Masharsky,A.E., Dukhovlinova,E.N., Verevochkin,S.V., Toussova,O.V., Skochilov,R.V., Anderson,J.A., Hoffman,I., Cohen,M.S., Swanstrom,R. and Kozlov,A.P.",06_cpx; A6,Naive,
PM21561918,21561918,2011,37,98,17,17,"Activity of Broadly Neutralizing Antibodies, Including PG9, PG16, and VRC01, against Recently Transmitted Subtype B HIV-1 Variants from Early and Late in the Epidemic","Euler,Z., Bunnik,E.M., Burger,J.A., Boeser-Nunnink,B.D., Grijsen,M.L., Prins,J.M. and Schuitemaker,H.",B,Naive,
PM22693444,22693444,2012,,2630,17,17,Transmitted/founder and chronic subtype C HIV-1 use CD4 and CCR5 receptors with equal efficiency and are not inhibited by blocking the integrin alpha4beta7,"Parrish,N.F., Wilen,C.B., Banks,L.B., Iyer,S.S., Pfaff,J.M., Salazar-Gonzalez,J.F., Salazar,M.G., Decker,J.M., Parrish,E.H., Berg,A., Hopper,J., Hora,B., Kumar,A., Mahlokozera,T., Yuan,S., Coleman,C., Vermeulen,M., Ding,H., Ochsenbauer,C., Tilton,J.C., Permar,S.R., Kappes,J.C., Betts,M.R., Busch,M.P., Gao,F., Montefiori,D., Haynes,B.F., Shaw,G.M., Hahn,B.H. and Doms,R.W.",C,Naive,
PM27595568,27595568,2016,,,17,17,Tracing HIV-1 transmission: envelope traits of HIV-1 transmitter and recipient pairs,"Oberle,C.S., Joos,B., Rusert,P., Campbell,N.K., Beauparlant,D., Kuster,H., Weber,J., Schenkel,C.D., Scherrer,A.U., Magnus,C., Kouyos,R., Rieder,P., Niederost,B., Braun,D.L., Pavlovic,J., Boni,J., Yerly,S., Klimkait,T., Aubert,V., Trkola,A., Metzner,K.J. and Gunthard,H.F.",B,Unknown,
HSkQTxj6G3zGZU8wee5rdTbw,,,,,16,16,Seminal HIV compartmentalization in relation to HIV-1 transmission,"Williams,C.A., Campbell,M.S., Payant,R., Lam,A., Zhao,H., Huang,H., Wald,A., Stevens,W., Gray,G., Farquhar,C., Rees,H., Celum,C., Mullins,J.I., Lingappa,J.R. and Frenkel,L.M.",A1; A1C; A1D; C; D,Unpublished,
HSyP72qgHnMw0_dc6j-MkLBw,,2015,,18,16,16,Direct Submission,"Cuevas,M.T., Delgado,E., Sanchez-Martinez,M., Thomson,M., Carrera,C., Montero,V. and Perez-Alvarez,L.",02A; 20_BG; B; BF1; C; F1; G,Unpublished,
PM15266112,15266112,2004,,16,16,16,Detection of human immunodeficiency virus type 1 envelope peptide- stimulated T-helper cell responses and variations in the corresponding regions of viral isolates among vertically infected children,"Meddows-Taylor,S., Papathanasopoulos,M.A., Kuhn,L., Meyers,T.M. and Tiemessen,C.T.",C,Naive,
PM20808902,20808902,2010,,801,16,16,HIV-1 Populations in Semen Arise through Multiple Mechanisms,"Anderson,J.A., Ping,L.H., Dibben,O., Jabara,C.B., Arney,L., Kincer,L., Tang,Y., Hobbs,M., Hoffman,I., Kazembe,P., Jones,C.D., Borrow,P., Fiscus,S., Cohen,M.S. and Swanstrom,R.",B; C,ProbablyNaive,
PM23874931,23874931,2013,,31,16,16,HIV-1 Autologous Antibody Neutralization Associates with Mother to Child Transmission,"Baan,E., de Ronde,A., Stax,M., Sanders,R.W., Luchters,S., Vyankandondera,J., Lange,J.M., Pollakis,G. and Paxton,W.A.",A1; A1C; C,PI-Naive,
PM24390323,24390323,2014,,18,16,16,HLA-B*57 Elite Suppressor and Chronic Progressor HIV-1 Isolates Replicate Vigorously and Cause CD4+ T Cell Depletion in Humanized BLT Mice,"Salgado,M., Swanson,M.D., Pohlmeyer,C.W., Buckheit,R.W. III, Wu,J., Archin,N.M., Williams,T.M., Margolis,D.M., Siliciano,R.F., Garcia,J.V. and Blankson,J.N.",B,Mixed,
PM28401776,28401776,2017,,,16,16,Molecular characteristics of the envelope of vertically transmitted HIV-1 strains from infants with HIV infection,"Ashokkumar,M., Nesakumar,M., Narayanaiah,C., Kk,V.V., Hemalatha,B., Tripathy,S.P. and Hanna,L.E.",C,Naive,
HSIYG5zYxo6VnKHjPv3112jA,,2016,,21,15,15,A new HIV-1 B/F1 unique recombinant form (URF) outbreak in Luxembourg: near full-length genome characterization and phylogenetic analysis,"Struck,D., Roman,F., Lambert,C., Masquelier,C., Servais,J.-Y., Arendt,V., Hemmer,R., Staub,T., Devaux,C. and Schmit,J.-C.",42_BF,Naive,
HSUmowq14KZG8dXz-Argbpgg,,,,44,15,15,Molecular clones of HIV-1 env of different genetic forms,"Delgado,E., Revilla,A. and Thomson,M.M.",01_AE; 12_BF; A1U; B; BG; D; G,Unpublished,
HSk_VvIU1uaouvEdA1E8XNkg,,,,284,15,15,CAVD CAVIMC Neutralization Serotype Discovery Project,"Sanders-Buell,E., Montefiori,D., Seaman,M., Williamson,C., Hahn,B., Gao,F., Swanstrom,R., Sutthent,R., Permpikul,P., Sullivan,A.O., Lei,E., Kim,J. and Tovanabutra,S.",01_AE; B,Unpublished,
HSre3-WIP1JIe8iefE6zCe_A,,,,64,15,15,CAVD/CA-VIMC Southern Africa HIV-1 Env-pseudotyped Virus Panel Project,"Hahn,B.H., Montefiori,D.C., Williamson,C., Swanstrom,R., Anderson,J.A., Salazar Gonzalez,J.F., Salazar,M.G., Iyer,S.S., Learn,G.H., Decker,J.M., Ping,L.H., Kincer,L., Arney,L., Vermeulen,M. and Saville,A.",B; C,Unpublished,
PM21526184,21526184,2011,,142,15,15,Change of positive selection pressure on HIV-1 envelope gene inferred by early and recent samples,"Yoshida,I., Sugiura,W., Shibata,J., Ren,F., Yang,Z. and Tanaka,H.",B,Naive,
PM25125210,25125210,2014,,717,15,15,Single genome analysis reveals genetic characteristics of Neuroadaptation across HIV-1 envelope,"Evering,T.H., Kamau,E., St Bernard,L., Farmer,C.B., Kong,X.P. and Markowitz,M.",B,Mixed,
PM25401747,25401747,2014,26,23,15,15,"Deep Sequencing of HIV-1 near Full-Length Proviral Genomes Identifies High Rates of BF1 Recombinants Including Two Novel Circulating Recombinant Forms (CRF) 70_BF1 and a Disseminating 71_BF1 among Blood Donors in Pernambuco, Brazil","Pessoa,R., Watanabe,J.T., Calabria,P., Felix,A.C., Loureiro,P., Sabino,E.C., Busch,M.P. and Sanabani,S.S.",70_BF1; 71_BF1; B; BF1,Naive,
PM27500724,27500724,2016,10,151,15,15,Defective proviruses rapidly accumulate during acute HIV-1 infection,"Bruner,K.M., Murray,A.J., Pollack,R.A., Soliman,M.G., Laskey,S.B., Capoferri,A.A., Lai,J., Strain,M.C., Lada,S.M., Hoh,R., Ho,Y.C., Richman,D.D., Deeks,S.G., Siliciano,J.D. and Siliciano,R.F.",B,Rx,
PM9519894,9519894,1998,,17,15,15,Diversity of the human immunodeficiency virus type 1 envelope glycoprotein in San Francisco Men's Health Study participants,"McCutchan,F.E., Sanders-Buell,E., Salminen,M.O., Carr,J.K. and Sheppard,W.H.",B,Naive,
HSz7zZBt6EBpK-vhJmk1H8ow,,,,60,14,14,Functional env clones of clade AG Human immunodeficiency virus type 1 as standard reference reagents for neutralizing antibody assays,"Ellenberger,D., Li,B., Callahan,M., Butera,S., Folks,T., Nkengasong,J. and Pieniazek,D.",02A1; 02_AG,Unpublished,
PM19113978,19113978,2009,,28,14,14,Development of a panel of well-characterized human immunodeficiency virus type 1 isolates from newly diagnosed patients including acute and recent infections,"Fernandez-Garcia,A., Cuevas,M.T., Munoz-Nieto,M., Ocampo,A., Pinilla,M., Garcia,V., Serrano-Bengoechea,E., Lezaun,M.J., Delgado,E., Thomson,M., Gonzalez-Galeano,M., Contreras,G., Najera,R. and Perez-Alvarez,L.",02_AG; B; C; G,Mixed,
PM19279683,19279683,2009,,15,14,14,HIV-1 epidemic in the Caribbean is dominated by subtype B,"Nadai,Y., Eyzaguirre,L.M., Sill,A., Cleghorn,F., Nolte,C., Charurat,M., Collado-Chastel,S., Jack,N., Bartholomew,C., Pape,J.W., Figueroa,P., Blattner,W.A. and Carr,J.K.",B,Naive,
PM22073263,22073263,2011,,150,14,14,Molecular Evolution of HIV-1 CRF01_AE Env in Thai Patients,"Boonchawalit,S., Jullaksorn,D., Uttiyoung,J., Yowang,A., Krathong,N., Chautrakul,S., Yamashita,A., Ikuta,K., Roobsoong,A., Kanitvittaya,S., Sawanpanyalert,P. and Kameoka,M.",01_AE,Mixed,
PM25430652,25430652,2014,,254,14,14,Characterization of HIV-1 envelopes in acutely and chronically infected injection drug users,"Etemad,B., Gonzalez,O.A., White,L., Laeyendecker,O., Kirk,G.D., Mehta,S. and Sagar,M.",B,Naive,
PM28092665,28092665,2017,,,14,14,Antibody 10-1074 suppresses viremia in HIV-1-infected individuals,"Caskey,M., Schoofs,T., Gruell,H., Settler,A., Karagounis,T., Kreider,E.F., Murrell,B., Pfeifer,N., Nogueira,L., Oliveira,T.Y., Learn,G.H., Cohen,Y.Z., Lehmann,C., Gillor,D., Shimeliovich,I., Unson-O'Brien,C., Weiland,D., Robles,A., Kummerle,T., Wyen,C., Levin,R., Witmer-Pack,M., Eren,K., Ignacio,C., Kiss,S., West,A.P. Jr., Mouquet,H., Zingman,B.S., Gulick,R.M., Keler,T., Bjorkman,P.J., Seaman,M.S., Hahn,B.H., Fatkenheuer,G., Schlesinger,S.J., Nussenzweig,M.C. and Klein,F.",B,Rx,
PM8627686,8627686,1996,66,99,14,14,Molecular cloning and analysis of functional envelope genes from human immunodeficiency virus type 1 sequence subtypes A through G. The WHO and NIAID Networks for HIV Isolation and Characterization,"Gao,F., Morrison,S.G., Robertson,D.L., Thornton,C.L., Craig,S., Karlsson,G., Sodroski,J., Morgado,M., Galvao-Castro,B., von Briesen,H., Beddows,S., Weber,J., Sharp,P.M., Shaw,G.M. and Hahn,B.H.",01_AE; B; D; G,Naive,
HSNq-rS9XiT7THhBQNgSB-nQ,,,,32,13,13,Genetic analysis of full-length env from South African HIV-1 subtype C primary isolates that can utilize CCR5 and/or CXCR4,"Nkosi,S.P.G., Patience,T., Cilliers,T., Morris,L. and Papathanasopoulos,M.A.",C,Unpublished,
HSwkEz5b54dzmazGw7lq13Og,,2017,,,13,13,Direct Submission,"Cuevas,M.T., Sanchez,M., Mielu,L.M., Delgado,E. and Thomson,M.M.",CF1; F1,Unpublished,
PM11709098,11709098,2001,,21,13,13,Genetic analysis of the complete gag and env genes of HIV type 1 subtype C primary isolates from South Africa,"Engelbrecht,S., de Villiers,T., Sampson,C.C., zur Megede,J., Barnett,S.W. and van Rensburg,E.J.",C,Naive,
PM15989463,15989463,,,34,13,13,"Full length genome analysis of HIV-1 viral evolution, and date of origin in an American cohort","Mikhail,M., Wang,B., Lemey,P., Lal,R.B., Yang,C., Vandamme,A.-M., Owen,S.M., Spira,T. and Saksena,N.K.",B,Rx,
PM17356464,17356464,2007,,52,13,13,Identification of 3 phylogenetically related HIV-1 BG intersubtype circulating recombinant forms in Cuba,"Sierra,M., Thomson,M.M., Posada,D., Perez,L., Aragones,C., Gonzalez,Z., Perez,J., Casado,G. and Najera,R.",20_BG; 23_BG; 24_BG; B; G,Unknown,
PM17919099,17919099,2007,,81,13,13,Amino acid conservation in the gp41 transmembrane protein and natural polymorphisms associated with enfuvirtide resistance across HIV-1 variants,"Holguin,A., De Arellano,E.R. and Soriano,V.",02A1; 02_AG; 11_cpx; A2; D; G; H,Entry-Naive,
PM22995123,22995123,2012,,297,13,13,HIV-1 subtype C superinfected individuals mount low autologous neutralizing antibody responses prior to intrasubtype superinfection,"Basu,D., Kraft,C.S., Murphy,M.K., Campbell,P.J., Yu,T., Hraber,P.T., Irene,C., Pinter,A., Chomba,E., Mulenga,J., Kilembe,W., Allen,S.A., Derdeyn,C.A. and Hunter,E.",C,Unknown,
PM26599410,26599410,2015,,16,13,13,Phylogeny and Phylogeography of a Recent HIV-1 Subtype F Outbreak among Men Who Have Sex with Men in Spain Deriving from a Cluster with a Wide Geographic Circulation in Western Europe,"Delgado,E., Cuevas,M.T., Dominguez,F., Vega,Y., Cabello,M., Fernandez-Garcia,A., Perez-Losada,M., Castro,M.A., Montero,V., Sanchez,M., Marino,A., Alvarez,H., Ordonez,P., Ocampo,A., Miralles,C., Perez-Castro,S., Lopez-Alvarez,M.J., Rodriguez,R., Trigo,M., Diz-Aren,J., Hinojosa,C., Bachiller,P., Hernaez-Crespo,S., Cisterna,R., Garduno,E., Perez-Alvarez,L. and Thomson,M.M.",F1,Naive,
PM28077647,28077647,2017,,,13,13,Sensitive next generation sequencing method reveals deep genetic diversity of HIV-1 in the Democratic Republic of the Congo,"Rodgers,M.A., Wilkinson,E., Vallari,A., McArthur,C., Sthreshley,L., Brennan,C.A., Cloherty,G. and de Oliveira,T.",A1G; A1GH; CU; D; F1F2; H; J; U,ProbablyNaive,
PM8744585,8744585,1996,,60,13,13,"env gene sequences of primary HIV type 1 isolates of subtypes B, C, D, E, and F obtained from the World Health Organization Network for HIV Isolation and Characterization","Penny,M.A., Thomas,S.J., Douglas,N.W., Ranjbar,S., Holmes,H. and Daniels,R.S.",01_AE; B; C; CD,Naive,
HS8sbdLBJk-Tl8GLZmDGR0hQ,,,,38,12,12,Impaired fitness of acute/early viruses in persons who become HIV controllers,"Miura,T.",A1; B,Unpublished,
HSLoxvOW5LZt2Clk1Ec4-mxA,,,,14,12,12,Molecular Epidemiology of Human Immunodeficiency Virus Infected Individuals in Uruguay,"Eyzaguirre,L.M., Vinoles,J., Serra,M., Russi,J.C., Montano,S.M., Sanchez,G. and Carr,J.K.",38_BF; B; BC; BF,Unpublished,
HSw1Ml4BFzYLnMjHTW60IHCg,,2016,,12,12,12,Direct Submission,"Cuevas,T., Sanchez,M., Delgado,E., Carrera,C., Montero,V., Benito,S., Thomson,M. and Perez-Alvarez,L.",02A; 19_cpx; B; G,Unpublished,
PM11044094,11044094,2000,,13,12,12,Unprecedented degree of human immunodeficiency virus type 1 (HIV-1) group M genetic diversity in the Democratic Republic of Congo suggests that the HIV-1 pandemic originated in Central Africa,"Vidal,N., Peeters,M., Mulanga-Kabeya,C., Nzilambi,N., Robertson,D., Ilunga,W., Sema,H., Tshimanga,K., Bongo,B. and Delaporte,E.",26C; 26_A5U; A1; A4; AJ; D; FKU; J; JU; U,Naive,
