PubID,PubMedID,PubYear,NumPts,NumIsolates,NumLANLIsolates,Title,Authors,Subtypes,RxStatus,Notes
PM25495675,25495675,,,4,2,"Genomic characterization of two novel HIV-1 second-generation recombinant forms among men who have sex with men in Beijing, China","Li,Z., Wei,H., Feng,Y., Li,J., Kalish,M.L., Lu,H., Yin,L., Liao,L., Qian,H.Z., Frost,S.D., Ruan,Y., Vermund,S., Shao,Y. and Xing,H.",0107,,
PM25569444,25569444,2015,,90,2,Transmitted Virus Fitness and Host T Cell Responses Collectively Define Divergent Infection Outcomes in Two HIV-1 Recipients,"Yue,L., Pfafferott,K.J., Baalwa,J., Conrod,K., Dong,C.C., Chui,C., Rong,R., Claiborne,D.T., Prince,J.L., Tang,J., Ribeiro,R.M., Cormier,E., Hahn,B.H., Perelson,A.S., Shaw,G.M., Karita,E., Gilmour,J., Goepfert,P., Derdeyn,C.A., Allen,S.A., Borrow,P. and Hunter,E.",A1,,
PM25622054,25622054,2015,,4,2,Viral envelope is a major determinant of enhanced fitness of a multidrug-resistant HIV-1 variant,"Mohri,H., Prada,N. and Markowitz,M.",B,,
PM26058342,26058342,2015,,2,2,"Genomic Characterization of Two Novel HIV-1 Unique (CRF01_AE/B) Recombinant Forms Among Men Who Have Sex with Men in Beijing, China","Li,Z., Li,J., Feng,Y., Kalish,M.L., Lu,H., Yin,L., Liao,L., Qian,H.Z., Frost,S.D., Ruan,Y., Vermund,S.H., Shao,Y. and Xing,H.",01B,,
PM26123575,26123575,2015,,6,2,Disease progression despite protective HLA expression in an HIV-infected transmission pair,"Brener,J., Gall,A., Batorsky,R., Riddell,L., Buus,S., Leitman,E., Kellam,P., Allen,T., Goulder,P. and Matthews,P.C.",01_AE,,
PM26667846,26667846,2015,,2,2,A Large-scale Survey of CRF55_01B from Men-Who-Have-Sex-with-Men in China: implying the Evolutionary History and Public Health Impact,"Han,X., Takebe,Y., Zhang,W., An,M., Zhao,B., Hu,Q., Xu,J., Wu,H., Wu,J., Lu,L., Chen,X., Liang,S., Wang,Z., Yan,H., Fu,J., Cai,W., Zhuang,M., Liao,C. and Shang,H.",55_01B,,
PM26847649,26847649,2016,,4,2,"Identification and characterization of two human immunodeficiency virus type 1 unique recombinant forms from Yunnan, China","Li,J., Li,L., Yang,S., Li,J., Zhang,M., Yang,C., Liu,J. and Li,H.",01C; BC,,
PM27024911,27024911,2015,,,2,[Rapid spread of the HIV-1 circular recombinant CRF02-AG in Russia and neighboring countries],"Moskaleychik,F.F., Laga,V.Y., Delgado,E., Vega,Y., Fernandez-Garcia,A., Perez-Alvarez, Kornilaeva,G.V., Pronin,A.Y., Zhernov,Y.V., Thomson,M.M., Bobkova,M.R. and Karamov,E.V.",02A1; A6,,
PM27080756,27080756,2016,,2,2,"Near Full-Length Genome Sequences of Two Novel HIV-1 Recombinant Forms Detected In Henan Province, China","Li,T., Sun,G., Jia,D., Sun,C., Wang,Z., Liu,S., Liu,Y., Li,H., Wang,X., Li,J. and Li,L.",01B; 01BC,,
PM27460636,27460636,2016,,,2,"Near Full-Length Genomic Sequences of Two Novel HIV-1 Recombinant Forms identified in Shenzhen, China","Jia,D., Zhao,J., Li,T., Sun,C., Li,H., Zheng,C., Chen,L., Liu,Y., Liu,S., Zhuang,D., Wang,X., Bao,Z., Li,J. and Li,L.",01BC,,
PM27819061,27819061,2016,,,2,Use of Dried Blood Spots to Elucidate Full-Length Transmitted/Founder HIV-1 Genomes,"Salazar-Gonzalez,J.F., Salazar,M.G., Tully,D.C., Ogilvie,C.B., Learn,G.H., Allen,T.M., Heath,S.L., Goepfert,P. and Bar,K.J.",B,,
PM8794346,8794346,1996,,2,2,The heterosexual human immunodeficiency virus type 1 epidemic in Thailand is caused by an intersubtype (A/E) recombinant of African origin,"Gao,F., Robertson,D.L., Morrison,S.G., Hui,H., Craig,S., Decker,J., Fultz,P.N., Girard,M., Shaw,G.M., Hahn,B.H. and Sharp,P.M.",01_AE,,
PM9060617,9060617,1997,,4,2,Evolution and probable transmission of intersubtype recombinant human immunodeficiency virus type 1 in a Zambian couple,"Salminen,M.O., Carr,J.K., Robertson,D.L., Hegerich,P., Gotte,D., Koch,C., Sanders-Buell,E., Gao,F., Sharp,P.M., Hahn,B.H., Burke,D.S. and McCutchan,F.E.",A2C,,
PM9683568,9683568,1998,,3,2,Full genome sequences of human immunodeficiency virus type 1 subtypes G and A/G intersubtype recombinants,"Carr,J.K., Salminen,M.O., Albert,J., Sanders-Buell,E., Gotte,D., Birx,D.L. and McCutchan,F.E.",02_AG; G,,
PM9765443,9765443,1998,,2,2,Molecular cloning and characterization of viruses isolated from chimpanzees with pathogenic human immunodeficiency virus type 1 infections,"Mwaengo,D.M. and Novembre,F.J.",B,,
HS-Ggtsp7Yi8GQa9l2vK5jVw,,,,6,1,Infectious DNA clones of subtype G and CRF02_AG HIV-1 derived from Ghananian isolates,"Tatsumi,M., Kinomoto,M., Nii-Trebi,N., Sakamoto,Y., Tokunaga,K., Ampofo,W., Ofori-Adjei,D., Kurata,T. and Sata,T.",G,Unpublished,
HS0-YIqCEM8hc-g1nFdZ6wvQ,,,,,1,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Sauleda,S., Busch,M.P., Denny,T.N. and Gao,F.",BF1,,
HS0TBltBERnqWLPCz-Qk2YYA,,2005,,,1,Direct Submission,"Thomson,M., Casado,G., Posada,D., Sierra,M. and Najera,R.",18_cpx,,
HS1_Zoo5Zltmd8lIfXArxMgA,,,,,1,Differential loss of human immunodeficiency virus type I (HIV-1)-specific T-helper responses in two HIV-1 infected individuals following CTL escape,"Geels,M.J., Jansen,C., Baan,E., De Cuyper,I.M., van Schijndel,G.J.M., Pollakis,G., Schuitemaker,H., Bakker,M., Goudsmit,J., van Baarle,D., Paxton,W.A. and Miedema,F.",B,,
HS1m0uZ2j1Yfs9OpOZSnANLQ,,,,,1,"Molecular characterization of infectious molecular clones derived from HIV-1 CRF08_BC isolates in Yunnan, China","Nagai,M., Umeki-Sakamoto,Y., Kusagawa,S., Takebe,Y., Yang,R., Xia,X., Ben,K. and Tatsumi,M.",08_BC,,
HS2tVwk45czaRrDAO0eT1zVw,,,,5,1,Infectious DNA clones of CRF01_AE HIV-1 derived from Thainian isolates,"Sakamoto,Y., Takekawa,N., Sakai,K. and Tatsumi,M.",01_AE,Unpublished,
HS3LwqYbZjaLbP7QjC1VSZBg,,,,,1,Infectious DNA clones of subtype B HIV-1,"Tatsumi,M., Takebe,Y. and Kusagawa,S.",B,,
HS3zxLNsqrOMKpDOeEsyCYOw,,,,,1,Genetic variability of HIV-1 strains in chad: high prevalence of recombinant strains and identification of a new D' variant,"Vidal,N.",D,,
HS5vRhPNOyGNEl0gEx-zI0JQ,,,,,1,Two new complete genomes of HIV-1 recombinant AGJ BFP90-like circulating in Mali and Senegal,"Montavon,C., Delaporte,E. and Peeters,M.",06_cpx,,
HS6UL46lYAF46Zy6vwbKPNRw,,,,,1,HIV-1 subtype C gag gene from an incident infection identified in Tanzania,"Tovanabutra,S., Sanders-Buell,E., Arroyo,M.A., Maboko,L., Hoffman,O., Bose,M., Crossler,J., Bradfield,A., Geis,S., Birx,D.L., Robb,M.L., Michael,N.L., Hoelscher,M. and McCutchan,F.E.",C,,
HS7ycrbwMF4rbGYBRcymOnNg,,,,,1,Identification of new recombinant of CRF22 with subtype A1 or CRF02_AG of HIV-1 in Cameroon,"Zhao,J., Tang,S., Viswanath,R., Wang,X., Awazi,B. and Hewlett,I.",0222,,
HS9EmYMILIDX7rtW7qHOx1DA,,,,10,1,"Molecular characterization of non-subtype C and recombinant HIV-1 viruses from Cape Town, South Africa","Wilkinson,E. and Engelbrecht,S.",B,,
HS9sBO3AOtyyN0zjZmLJ31SA,,,,,1,HIV-1 p24 vaccine protects cats against FIV,"Coleman,J.K., Pu,R., Martin,M., Tanabe,M.A., Sato,E. and Yamamoto,J.K.",B,,
HSCFlLC9mPesRXxEnW2DCcIg,,,,,1,"HIV-1 isolate SE8603 from Uganda, complete genome","Carr,J.K., Kim,B., Sanders-Buell,E., Salminen,M.O., Alaeus,A., Albert,J.A., Birx,D.L. and McCutchan,F.E.",A1CD,,
HSE0F4bam_81VkGLTme_oNRg,,,,,1,Slow Immunologic Progression in Injecting Drug Users Infected with Human Immunodeficiency Virus Type 1 CRF07_BC,"Chang,S.-Y. and Hung,C.-C.",07_BC,,
HSEcCfWSxLHnkfNRBEx7kdnw,,,,,1,Infectious molecular clones of subtype B HIV-1 derived from Japanese patients,"Sakamoto,Y., Takekawa,N., Sakai,K., Sugiura,W., Nishizawa,M. and Tatsumi,M.",B,,
HSFHrcZ3Ga1WXmErHUTuFxDA,,,,,1,Maximum Likelihood Analysis of Clock-Like Behavior in HIV: Implications on Dating Strategies in HIV Molecular Phylogenies##,"Lemey,P., Salemi,M., Wang,B., Saksena,N.K. and Vandamme,A.M.",B,,
HSFMrMLJDHckH47b1WvULKug,,,,,1,Reconstruction of Residual HIV-1 from Plasma Viral RNA of a Patient on Suppressive Antiretroviral Therapy Identifies a Novel Mutation in the Viral 5'-Major Splice Donor Motif: Implication for Residual HIV-1 Persistence in vivo,"Rassler,S., Khoury,N., Skowron,G. and Sahu,G.K.",B,,
HSG3srZTRxRNAPdC57JhiOew,,,,,1,Molecular characterization of infectious molecular clones derived from multidrug-resistant HIV-1 subtype B in Japan,"Takekawa,N., Uchiyama,C., Nishizawa,M., Sugiura,W. and Tatsumi,M.",B,,
HSJ5f2x6GOr79jxu6SdeOh1A,,1986,,,1,ENVELOPE ANTIGENS OF LYMPHADENOPATHY ASSOCIATED VIRUS AND THEIR APPLICATIONS,,B,,
HSJDV9w3eyIsXkvnXmZy0vog,,2016,,,1,Direct Submission,"Wang,H., Luo,P. and Zhu,H.",01BC,,
HSK6MVTUYeFxyPAmiu4lhwYA,,,,,1,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Stramer,S., Busch,M.P., Denny,T.N. and Gao,F.",B,,
HSKik6bNfRnN9Ns6fCcRJ46w,,,,,1,Nucleotide sequence of a Cambridge isolate of human immunodeficiency virus type 1,"McIntosh,A.A. and Karps,A.",B,,
HSLDjabfD1RKDKlDre_NXEbQ,,,,,1,"Construction and characterization of infectious molecular clones deriver from HIV-1, URF between subtype B and CRF01_AE, underestimated by Cobas TaqMan version 1 HIV-1 RNA quantification assay","Nagai,M., Kondo,M. and Tatsumi,M.",01B,,
HSNkCC5ktq9IEePl8gXTKCUQ,,2003,,,1,Protein-protein interactions in human immunodeficiency virus,"Legrain,P., Rain,J.C., Benarous,R., Emiliani,S., Berlioz-Torrent,C. and Blot,G.",B,,
HSOQJ5PPDXQiQlZzQRPxegfQ,,,,,1,Construction and characterization of an unique mosaic HIV-1 subtype C infectious molecular clones derived from a japanese patients,"Sakamoto,Y., Takekawa,N., Nishizawa,M., Sugiura,W. and Tatsumi,M.",CU,,
HSPevR_BGvYblHpCO4PuR3AQ,,,,,1,Construction and characterization of naive HIV-1 subtypeB infectious molecular clones derived from japanese patients for reference,"Sakamoto,Y., Takekawa,N., Nishizawa,M., Sugiura,W. and Tatsumi,M.",B,,
HSRZp5Oryk3uCma1IXoCw8xg,,2008,,,1,Improved expression of HIV polypeptides and production of virus-like particles,"Barnett,S., Zur Megede,J., Srivastava,I., Lian,Y., Hartog,K., Liu,H., Greer,C., Selby,M. and Walker,C.",B,,
HSRlTwIpu4xdTmj4xhh1-4SA,,2004,,,1,Materials and methods for immunizing against fiv infection,"Yamamoto,J.K.",B,,
HST5Q0MtJl-B6FNXwBma94XQ,,1998,,,1,Direct Submission,"Carr,J.K., Kim,B., Sanders-Buell,E., Salminen,M.O., Alaeus,A., Albert,J.A., Birx,D.L. and McCutchan,F.E.",F2KU,,
HSUv3SsDTcksC6u37N-pl_IA,,2003,,,1,POLYNUCLEOTIDE AMPLIFICATION METHOD,"Nunomura,K.",B,,
HSV3IjX_3K3TFdyuEKNiv39w,,,,,1,Near full-length proviral sequence of HIV-1 from an individual homozygous for the delta-32 CCR5 allele,"Oelrichs,R.",B,,
HSVQrjVfgRr_SFDKh8JLQL7w,,,,,1,"Near Full-Length Genome Identification of a Novel HIV type 1 CRF01_AE/B /C Recombinant Isolate in Sichuan, China","Wang,Y.",01BC,,
HSVnbKPRdbzESv0Wvw6C2NtA,,,,,1,Subtype A strain of HIV-1 from Uganda,"Carr,J.K., Kim,B., Sanders-Buell,E., Salminen,M.O., Alaeus,A., Albert,J.A., Birx,D.L. and McCutchan,F.E.",A1D,,
HSVzXthUgA1J-Nr7bOpoJaIw,,,,,1,Construction and characterization of HIV-1 subtype A infectious molecular clones,"Sakamoto,Y., Takekawa,N. and Tatsumi,M.",A1,,
HSW-2swrwgitUouko_CtyqGQ,,,,,1,Frequent genetic defects in long-term survivors for more than 26 years in the absence of antiretroviral therapy in Korea: its association with ginseng treatment,"Cho,Y.-K.",02_AG,,
HSWf9vvNztPmyJ5F0D73JcPA,,,,,1,Identification of a novel HIV-1 unique (B/C) recombinant isolate in Sichuan of China,"Wang,Y.",BC,,
HSYpBVBH-ufhWKEakjdxf1Wg,,,,,1,Construction and characterization of multidrug-resistant HIV-1 subtypeB infectious molecular clones derived from Japanese patients for reference,"Sakamoto,Y., Takekawa,N., Nishizawa,M., Sugiura,W. and Tatsumi,M.",B,,
HSZzi2glfFgEgDhXOzAgkthg,,,,23,1,Transition from Long-Term Nonprogression to HIV-1 Disease Associated with Escape from Cellular Immune Control,"Kemal,K.S., Beattie,T., Dong,T., Weiser,B., Kuiken,C., Sutton,J., Lang,D., Yang,H., Peng,Y.C., Kaul,R., Collman,R., Philpott,S., Rowland-Jones,S. and Burger,H.",B,,
HS_ocpoScjDYG05y4UjCJo_g,,2015,,,1,Direct Submission,"Sasinovich,S., Eremin,V., Gasich,E. and Thomson,M.",A6,,
HSdBxGpZGNJRT7Bas0FSm6Gw,,,,,1,Near full-length genome characterization of phylogenetically related HIV-1 BG intersubtype recombinant viruses and their parental subtype B and G strains from Cuba,"Sierra,M., Thomson,M.M., Casado,G. and Najera,R.",BG,,
HSdtYiYtBBV3ju8Ft0M1g3LQ,,,,,1,Enhancement of cell-mediated immune responses in mice by the model of a whole HIV-1 gag in live Mycobacterium bovis BCG as a vaccine candidate,"Promkhatkaew,D., Pinyosukhee,N., Pansuwannakit,L., Sutthent,R., Matsuo,K., Honda,M. and Warachit,P.",01_AE,,
HSeCsnTb6LeuBd0ZSXxebZ8g,,,,,1,Full-length HIV-1 subtype G molecular clone,"Esteves,A.M. and Freitas,S.P.",G,,
HSeieK1cb445rQJh7_Gm8zeA,,,,,1,Complete sequence of type B HIV-1 Taiwan strain,"Huang,L.-M., Chen,M.-Y. and Chuang,C.-Y.",B,,
HSfwc0NQw2mCBTL2s5PiWd7A,,,,,1,Construction and characterization of HIV-1 BF recombinant infectious molecular clones,"Sakamoto,Y., Takekawa,N. and Tatsumi,M.",BF1,,
HSfy-IcJtJgrWpFcnePoOnVQ,,,,,1,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Busch,M., Laperche,S., Denny,T.N. and Gao,F.",02_AG,,
HSgJlJ6Gmrp6SIp13OD3DcGQ,,,,,1,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Fast,P., Amornkul,P., Price,M., Kamali,A., Ruzagira,E., Denny,T.N. and Gao,F.",A1D,,
HSgn0jzKLEkD88UYdBmiCIig,,,,2,1,Construction and characterization of infectious molecular clones derived from japanese blood donors,"Nagai,M., Takekawa,N. and Tatsumi,M.",B,,
HSgzkwt4w7dMRsKw2TQ7esJw,,,,,1,Genetic variability of HIV-1 strains in Chad: high prevalence of recombinant strains and identifictauion of a new D' variant,"Vidal,N.",D,,
HSi1esVVviIkbh800L0A2sFw,,,,,1,Characterization of near full length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Briesen,H.V., Denny,T.N. and Gao,F.",02A1,,
HSiJ2TSPvqhP_-YOcLLHa0Ww,,,,,1,The HIV-1 Late Domain-2 S40A Polymorphism Selected in HAART-Experienced Individuals Influences Protease Inhibitor Susceptibility,"Watanabe,S.M., Simon,V., Kemal,K.S., Shi,B., Weiser,B., Burger,H., Anastos,K., Chen,C. and Carter,C.A.",B,,
HSjQucj49kexhVGzYcL6e96A,,,,31,1,Characterization of clonally expanded HIV-1 sequences in chronically infected individuals,"Hora,B., Berg,A., Cai,F., Kumar,A., Chen,S. and Gao,F.",C,,
HSlJjxzV9oVBqdF_kWZ9sbWw,,2017,,,1,Rare HIV-1 transmitted/founder lineages identified by deep viral sequencing contribute to rapid shifts in dominant quasispecies during acute and early infection,"Kijak,G.H., Sanders-Buell,E., Chenine,A.-L., Eller,M.A., Goonetilleke,N., Thomas,R., Leviyang,S., Harbolick,E., Bose,M., Pham,P., Oropeza,C., Poltavee,K., O'Sullivan,A.M., Billings,E., Merbah,M., Costanzo,M., Warren,J., Slike,B., Li,H., Peachman,K.K., Fischer,W., Gao,F., Cicala,C., Arthos,J., Eller,L.A., O'Connell,R.J., Sinei,S., Maganga,L., Kibuuka,H., Nitayaphan,S., Rao,M., Marovich,M., Krebs,S., Rolland,M., Korber,B., Shaw,G., Michael,N., Robb,M., Tovanabutra,S. and Kim,J.",01_AE,,
HSmjuvcXWxhcrV065S2QXAtQ,,,,,1,Clonal Proviruses Comprise a Large Fraction of the Replication-Competent HIV Reservoir,"Bui,J.K., Sobolewski,M.D., Keele,B.F., Spindler,J., Musick,A., Wiegand,A., Luke,B.T., Shao,W., Hughes,S.H., Coffin,J.M., Kearney,M.F. and Mellors,J.W.",B,,
HSmt9zmvEnx3UAwdMgXRIIgA,,,,,1,Characterization of drug-resistance mutation profile kinetics in HIV-1 with infectious clones,"Sakamoto,Y., Takekawa,N., Hashimoto,H., Matsuda,M., Nishizawa,M., Sugiura,W. and Tatsumi,M.",01_AE,,
HSnBHyNrhr1rWM_mce_SUkpA,,,,,1,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Ndembi,N.N., Busch,M.P., Denny,T.N. and Gao,F.",11_cpx,,
HSnftDuWIpsfx4pnw0PBYmDA,,1990,,,1,"HIGHLY CYTOPATHOGENIC HIV-NDK RETROVIRUS, DNA FRAGMENTS OF THIS RETROVIRUS, METHOD FOR PREPARING A PROTEIN AND/OR AN ENZYME OF THIS VIRUS, AND THE APPLICATIONS OF THESE",,D,,
HSnyfP1U3T06NOI5rwHf7F6Q,,,,,1,Cloning and Characterization of a Virtually Full-Length HIV-1 Genome of a Prevalent Subtype B-Thai Strain in Central China,"Fumin,F., Zuoyi,B., Daomin,Z., Siyang,L., Lin,L. and Jingyun,L.",B,,
HSo1_kdEYEThfFArp2KUz70Q,,,,,1,"HIV-1 isolate VI354 from Gabon, complete genome","Carr,J.K., Kim,B., Sanders-Buell,E., Salminen,M.O., Alaeus,A., Albert,J.A., Birx,D.L. and McCutchan,F.E.",A1GHU,,
HSriMSOhOnwYrQAf0M5mpLcg,,2002,,,1,Improved expression of HIV polypeptides and production of virus-like particles,"Barnett,S., Megede,J.Z., Srivastava,I., Lian,Y., Hartog,K., Liu,H., Greer,C., Selby,M. and Walker,C.",B,,
HSsqec3ftbZGt2_rPrmYvyPQ,,2009,,,1,Direct Submission,"Tsui,S.K.W., Au,T.C.C., Wong,C.H., Fong,N.Y., Chan,P.K.S. and Lee,S.S.",BF1G,,
HStCt7170iIzlrUbaV8QGciQ,,,,,1,Molecular characterization of infectious molecular clones derived from naive subtype B HIV-1 in Japan,"Takekawa,N., Nishizawa,M., Sugiura,W. and Tatsumi,M.",B,,
HStIFXFdAWu-JPVstjjHb7Zw,,,,,1,Sequencing and analysis of full-length HIV-1 CRF06_cpx isolate from Russia,"Galkin,A.N., Gagarina,E.Y. and Lukyanova,N.S.",06_cpx,,
HSvs9KjExFrbmBYS3Qbh_zZA,,,,,1,HIV-1 viremia controllers,"Miura,T.",B,,
HSw4ZQN3TnRcNs6Y8hY_6wDg,,2006,,,1,COMPOSITIONS FOR MODULATING IMMUNE CELL ACTIVITY AND METHODS FOR DETECTION THEREOF,"Poznansky,M.C. and Brainerd,D.M.",02_AG,,
HSwdXszM61lJdbmy88xfsDDQ,,,,,1,"Sequencing and phylogenetic analysis of near full-length HIV-1 subtypes H and J from Cabinda, Angola","Bartolo,I., Calado,R., Borrego,P. and Taveira,N.",J,,
HSwzr7NsugyVQlstpRC6rrqQ,,,,,1,"A unique second-generation recombinant form of HIV-1 was identified among MSM, in Beijing, China","Li,X.",0107,,
HSxQkEIkO3qi2Veg9AF_Z-Rg,,,,,1,The dynamics of sequence insertions in HIV Type 1 subtype C p6 in drug naive patients from India,"Sharma,S., Hewlett,I., Solomon,S. and Ranga,U.",C,,
HSyKQUqhCg9TErTcwAHVWmnA,,,,,1,,"Theodore,T. and Buckler-White,A.J.",D,,
HSycINCQjH66iqhMmyhW9T2A,,,,,1,Sequence of HIV-1 isolate 01IN565.10 from India,"Khurana,S., Patel,A., Kulkarni,S.S., Tripathy,S.P., Paranjape,R.S. and Chaudhary,V.K.",C,,
HSzGVkmzK_QxDvBpSjGeIiPA,,,,,1,Characterization of near full length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Busch,M.P., Stramer,S., Denny,T.N. and Gao,F.",B,,
PM10221535,10221535,1999,,1,1,Full-length genomic sequence of an HIV type 1 subtype G from Kinshasa,"Oelrichs,R.B., Vandamme,A.M., Van Laethem,K., Debyser,Z., McCutchan,F.E. and Deacon,N.J.",G,,
PM10438826,10438826,1999,,1,1,Characterization of a highly replicative intergroup M/O human immunodeficiency virus type 1 recombinant isolated from a Cameroonian patient,"Peeters,M., Liegeois,F., Torimiro,N., Bourgeois,A., Mpoudi,E., Vergne,L., Saman,E., Delaporte,E. and Saragosti,S.",02O,,
PM10505681,10505681,1999,,1,1,An infectious DNA clone of HIV type 1 subtype C,"Mochizuki,N., Otsuka,N., Matsuo,K., Shiino,T., Kojima,A., Kurata,T., Sakai,K., Yamamoto,N., Isomura,S., Dhole,T.N., Takebe,Y., Matsuda,M. and Tatsumi,M.",C,,
PM10513639,10513639,1999,,7,1,Characterization of subtype A HIV-1 from Africa by full genome sequencing,"Carr,J.K., Laukkanen,T., Salminen,M.O., Albert,J., Alaeus,A., Kim,B., Sanders-Buell,E., Birx,D.L. and McCutchan,F.E.",A1,,
PM10559335,10559335,1999,,103,1,"Efficient processing of the immunodominant, HLA-A*0201-restricted human immunodeficiency virus type 1 cytotoxic T-lymphocyte epitope despite multiple variations in the epitope flanking sequences","Brander,C., Yang,O.O., Jones,N.G., Lee,Y., Goulder,P., Johnson,R.P., Trocha,A., Colbert,D., Hay,C., Buchbinder,S., Bergmann,C.C., Zweerink,H.J., Wolinsky,S., Blattner,W.A., Kalams,S.A. and Walker,B.D.",B,,
PM10606093,10606093,1999,,1,1,Sequence features downstream of the primer-binding site of HIV type 1 subtype E shared by subtype G and a subset of subtype A,"Chang,S.Y., Apichartpiyakul,C., Kuiken,C.L., Essex,M. and Lee,T.H.",01_AE,,
PM10628816,10628816,2000,,4,1,Intersubtype recombinant HIV type 1 involving HIV-MAL-like and subtype H-like sequence in four Norwegian cases,"Jonassen,T.O., Grinde,B., Asjo,B., Hasle,G. and Hungnes,O.",A1DHK,,
PM10777151,10777151,2000,,78,1,"Identification of all HIV type 1 group M subtypes in Senegal, a country with low and stable seroprevalence","Toure-Kane,C., Montavon,C., Faye,M.A., Gueye,P.M., Sow,P.S., Ndoye,I., Gaye-Diallo,A., Delaporte,E., Peeters,M. and Mboup,S.",02_AG,,
PM10875610,10875610,2000,,1,1,Molecular characterization of a recombinant HIV type 1 isolate (A/G/E/?): unidentified regions may be derived from parental subtype E sequences,"Paraskevis,D., Magiorkinis,M., Paparizos,V., Pavlakis,G.N. and Hatzakis,A.",11_cpx,,
PM10890363,10890363,2000,,1,1,HIV type 1 A/J recombinant with a pronounced pol gene mosaicism,"Novitsky,V.A., Gaolekwe,S., McLane,M.F., Ndung'u,T.P., Foley,B.T., Vannberg,F., Marlink,R. and Essex,M.",A1GJ,,
PM10935981,10935981,2000,,1,1,AIDS in an HIV-seronegative Ghanaian woman with intersubtype A/G recombinant HIV-1 infection,"Candotti,D., Adu-Sarkodie,Y., Davies,F., Baldrich-Rubio,E., Stirrups,K., Lee,H. and Allain,J.P.",0209,,
PM11000225,11000225,2000,,8,1,Unusual distribution of mutations associated with serial bottleneck passages of human immunodeficiency virus type 1,"Yuste,E., Lopez-Galindez,C. and Domingo,E.",B,,
PM11044120,11044120,2000,,4,1,Testing the hypothesis of a recombinant origin of human immunodeficiency virus type 1 subtype E,"Anderson,J.P., Rodrigo,A.G., Learn,G.H., Madan,A., Delahunty,C., Coon,M., Girard,M., Osmanov,S., Hood,L. and Mullins,J.I.",01_AE,,
PM11118362,11118362,2000,,4,1,Molecular cloning and biological characterization of full-length HIV-1 subtype C from Botswana,"Ndung'u,T., Renjifo,B., Novitsky,V.A., McLane,M.F., Gaolekwe,S. and Essex,M.",C,,
PM11153090,11153090,2059,,2,1,"Identification of a complex env subtype E HIV type 1 virus from the democratic republic of congo, recombinant with A, G, H, J, K, and unknown subtypes","Vidal,N., Mulanga-Kabeya,C., Nzilambi,N., Delaporte,E. and Peeters,M.",27_cpx,,
PM11297684,11297684,2001,,1,1,"A complex human immunodeficiency virus type 1 A/G/J recombinant virus isolated from a seronegative patient with AIDS from Benin, West Africa","Baldrich-Rubio,E., Anagonou,S., Stirrups,K., Lafia,E., Candotti,D., Lee,H. and Allain,J.P.",06A1,,
PM11356968,11356968,2001,,1,1,Augmentation of human immunodeficiency virus type 1 subtype E (CRF01_AE) multiple-drug resistance by insertion of a foreign 11-amino-acid fragment into the reverse transcriptase,"Sato,H., Tomita,Y., Ebisawa,K., Hachiya,A., Shibamura,K., Shiino,T., Yang,R., Tatsumi,M., Gushi,K., Umeyama,H., Oka,S., Takebe,Y. and Nagai,Y.",01_AE,,
PM11375062,11375062,2001,,1,1,"Isolation and characterization of a full-length molecular DNA clone of Ghanaian HIV type 1 intersubtype A/G recombinant CRF02_AG, which is replication competent in a restricted host range","Kusagawa,S., Takebe,Y., Yang,R., Motomura,K., Ampofo,W., Brandful,J., Koyanagi,Y., Yamamoto,N., Sata,T., Ishikawa,K., Nagai,Y. and Tatsumi,M.",02_AG,,
PM11399992,11399992,2001,,1,1,First CRF01_AE/B recombinant of HIV-1 is found in Thailand,"Tovanabutra,S., Polonis,V.R., De Souza,M., Trichavaroj,R., Chanbancherd,P., Kim,B., Sanders-Buell,E., Nitayaphan,S., Brown,A.E., Robb,M.R., Berx,D.L., McCutchan,F.E. and Carr,J.K.",01B,,
PM11448170,11448170,,,7,1,The AG recombinant IbNG and novel strains of group M HIV-1 are common in Cameroon,"Carr,J.K., Torimiro,J., Wolfe,N., Eitel,M., Kim,B., Sanders-Buell,E., Jagodzinski,L., Gotte,D., Burke,D., Birx,D. and McCutchan,F.",22_01A1,,
PM11522191,11522191,2001,,1,1,Molecular characterization of a highly divergent HIV type 1 isolate obtained early in the AIDS epidemic from the Democratic Republic of Congo,"Gao,F., Trask,S.A., Hui,H., Mamaeva,O., Chen,Y., Theodore,T.S., Foley,B.T., Korber,B.T., Shaw,G.M. and Hahn,B.H.",U,,
