PubID,PubIDCorrection,PMID,PubYr,NumIsolates,Title,Authors,RxStatus,Notes
,,,,112,Prevalence of genotypes and primary drug resistance among HIV+ Brazilian blood donors,"Alencar,C.S., Busch,M.P. and Sabino,E.C.",,
,,,,110,"Predominance of CRF01-AG and CRF06-cpx in Niger, West Africa","Mamadou,S., Montavon,C., Ben,A., Djilo,A., Rabiou,",,
,,,,110,Evolution of Human Immunodeficiency Virus Type 1 subtype A in women seroconverting postpartum and in,"Simonon,A., Kampinga,G.A., van de Perre,P., Karita",,
,,,,104,Direct Submission,"Agyingi,L.",,
,,,,103,Diverse intersubtype recombinants and high frequency of drug-resistance mutations of HIV-1 among new,"Feng,Y., Li,Y., Xia,X., Wen,M., Zhang,Y., Guo,S. a",,
,,,,102,Slow immunological progression in injecting drug users infected with human immunodeficiency virus ty,"Chang,S.-Y. and Hung,C.-C.",,
,,,,97,Analysis of HIV-1 protease and retrotranscriptase in drug-naive patients from Mozambique,"Bartolo,I., Casanovas,J., Rocha,C., Mondlane,J., F",,
,,,,96,Comparison between the region of subtypes of env and gag in patients with multidrug resistant antire,"Alencar,C.S., Nishiya,A.S. and Sabino,E.C.",,
,,,,93,SIVsmm Subtypes Induce Specific Immunologic and Virologic Changes in Naturally-Infected Sooty Mangab,"Apetrei,C., Gautam,R., Sumpter,B., Carter,A.C., Ga",,
,,,,93,Examination of a second region of the HIV-1 genome reveals additional cases of superinfection,"Piantadosi,A., Ngayo,M.O., Chohan,B. and Overbaugh",,
,,,,92,Transmission of highly distinct HIV-1 variants from a single donor,"English,S., Katzourakis,A., Bonsall,D., Flanagan,P",,
,,,,92,Clinical and Epidemiologic Characteristics of 92 HIV-1 clinical isolates from Antiretroviral-naive H,"Yao,Z.H., Zhou,Y.H., Zheng,Y.T., Chen,X., Li,Y.Y.,",,
,,,,91,HIV-1 genetic variant in urban cameroon,"Machuca,A., Tang,S. and Hewlett,I.K.",,
,,,,89,Sequences of clustered epitopes in gag and nef potentially presented by predominant class I human le,"Fleury,H.J., Lazaro,E., Theodorou,I., Legrand,E., ",,
,,,,88,HIV-1 strains identified in blood donors in Brazil: Significant prevalence of B/F1 recombinants,"Brennan,C.A., Brites,C., Bodelle,P., Golden,A., Ha",,
,,,,86,Dual infections with multiple lineages of HIV-1 strains in unique geographical recombination hotspot,"Li,X.-J., Kusagawa,S. and Takebe,Y.",,
,,,,85,Emergence of HIV-1 unique recombinants among newly diagnosed MSM in Harbin of China,"Li,Q.-H., Yue,C., Jin,G., Wang,F.-X. and Liu,S.-L.",,
,,,,84,Epidemiological survey of HIV-1 detected in blood plasmas derived from the Japan Red Cross Society,"Tasumi,E. and Tatsumi,M.",,
,,,,84,Epidemiological survey of HIV-1 detected in blood plasmas derived from the Japan Red Cross Society,"Uchiyama,C., Umeki-Sakamoto,Y. and Tatsumi,M.",,
,,,,83,HIV-1 Prevalence and Subtype/Recombinant Distribution among Travelers Entering China from Vietnam at,"Xia,X., Liang,Y., Wang,Y., Wang,B., Feng,Y., Qin,W",,
,,,,82,Molecular tracing of HIV type 1 transmission in Hainan province of China,"Deng,W., Bao,L., Fu,P., Lu,W. and Qin,C.",,
,,,,81,Positive selection of each of the clustered compensatory mutations in HIV-1 gag required for escape ,"Kelleher,A.D., Cunliffe,S., Holmes,E.C., Goulder,P",,
,,,,79,Positive selection of each of the clustered compensatory mutations in HIV-1 gag required for escape ,"Kelleher,A., Goulder,P. and Brander,C.",,
,,,,78,Genomic Diversity of HIV-1 subtypes in Northern Kenya,"Khamadi,S.A., Ochieng,W., Lihana,R.W., Kiptoo,M.K.",,
,,,,78,Characterization of HIV type 1 gag sequences from a Brazilian group of drug naive individuals,"Machado,D.M., Sumita,L.S., Leal,E., Pannuti,C.S., ",,
,,,,76,The spread of HIV in Pakistan: Bridging of the epidemic between populations,"Khanani,M.R., Somani,M. and Ali,S.H.",,
,,,,76,HIV Gag variation during disease progression,"Mant,C.A. and Cason,J.W.",,
HS85rWIrxgNsyEfyoIGqFpgQ,PM15592417,15592417,2004,75,Dominant influence of HLA-B in mediating the potential co-evolution of HIV and HLA,"Kiepiela,P., Leslie,A.J., Honeyborne,I., Ramduth,D",,
,,,,74,HIV-1 molecular epidemiology in Belarus,"Eremin,V.F., Gasich,E.L. and Sasinovich,S.V.",,
,,,,73,Direct Submission,"Song,Y., Meng,Z. and Xing,H.",,
,,,,71,"HIV-1 molecular epidemiology in Belarus, 2008-2011","Eremin,V.F., Gasich,E.L. and Sasinovich,S.V.",,
,,,,69,HIV-1 epidemiology trends and primary drug resistance in men having sex with men in Senegal,"Diop-Ndiaye,H., Toure-Kane,C., Vidal,N., Roch,F.N.",,
,,,,69,Multiple independent origins of a protease inhibitor resistance mutation in salvage therapy patients,"Kapoor,A., Shapiro,B., Shafer,R.W., Shulman,N., Rh",,
,,,,69,"Genetic Analysis of HIV-1 Subtypes in Nairobi, Kenya","Khoja,S., Ojwang,P., Khan,S., Okinda,N. and Ali,S.",,
,,,,69,Characterization of HIV-1 clades in the Caribbean using pol gene sequences,"Vaughan,H.E., Pillay,D., Cane,P. and Tedder,R.S.",,
,,,,68,The Evolution of HIV-1 Diversity in Rural Cameroon and its Implications in Vaccine Design and Trials,"Powell,R.L. and Nyambi,P.",,
,,,,67,HIV-1 subtype distribution among injection drug users and men who have sex with men in Saint Petersb,"Masharsky,A.E. and Dukhovlinova,E.N.",,
,,,,66,High divergence within the major HIV-1 subtype B epidemic in Panama,"Ahumada Ruiz,S.M., Casado,C., Toala Gonzalez,I., F",,
,,,,65,"Long term follow up of HIV-infected Korean haemophiliacs, after infection from a common source of vi","Cho,Y.K. and Kim,B.R.",,
,,,,63,Genetic diversity and drug resistance of HIV type 1 in international travels in Shenzhen City of Chi,"Liu,S.",,
HSovhz84L6S_2-tj0g6LLOHg,,,,63,Prospective analysis of the viral evolution in the chronic phase of HIV-1 subtype C infection,"Sharma,S. and Ranga,U.",Unpublished,
,,,,61,Lack of genetic variation within the V3 loop of Human immunodeficiency virus type I (HIV-I) during t,"Machuca,R., Schoenning,K., Hansen,J.E.S., Bruun,L.",,
,,,,61,Inferring time of HIV transmission of multiple phylogenetic lineages with a joint donor-recipient co,"Romero-Severson,E.O., Bulla,I., Abecasis,A.B., Bar",,
,,,,60,"Detection of Acute HIV-1 Infections in MSMs using in-house multiplex RT-PCR method in Beijing, China","Liu,Z., Li,W., Xu,M., Sheng,B., Yang,Z., Zhang,T.,",,
,,,,59,Serologic and Phylogenetic Characterization of HIV-1 Subtypes in Uganda,"Brennan,C.A., Lund,J.K., Golden,A., Yamaguchi,J., ",,
HSfaVAZLQ_etTK7s0uxYo9AA,,,,59,Immune Escape in the chronic phase of Subtype C HIV-1 infection in the Indian Clinical cohort,"Sharma,S., Aralaguppe,S., Murugavel,K., Solomon,S.",Unpublished,
,,,,58,Variation of HIV-Gag during disease progression,"Mant,C.A. and Cason,J.W.",,
,,,,58,Antiretroviral resistance mutations in patients with prolonged failure on antiretroviral therapy in ,"Van Zyl,G.U., Claassen,M., Van der Merwe,L., Zeier",,
,,,,56,HIV-2 amino acid substitution that possibly influenced an immunologic escape in a drug naive patient,"Kageyama,S., Maniar,J.K., Saple,D.G., Kurimura,T. ",,
,,,,55,Phylogenetic analysis of full-length pol gene from Korean hemophiliacs and plasma donors infected wi,"Cho,Y.-K.",,
,,,,54,Genotypic drug resistance and naturally occurring polymorphisms of Human immunodeficiency virus 1 su,"Avi,R., Huik,K., Sadam,M., Karki,T., Krispin,T., A",,
,,,,54,Antiretroviral resistance in MSM in Brazil,"Bermudez-Aza,E.H.",,
,,,,52,The Molecular characterisation of HIV-1 in a Cape Town cohort investigated for HAND,"Engelbrecht,S., Isaacs,S., Jacobs,G.B. and Joska,J",,
,,,,52,HIV-1 specific CD4+ T cell responses are not associated with significant viral epitope variation in ,"Koeppe,J.R., Campbell,T.B., Rapaport,R.L. and Wils",,
,,,,51,Epidemiological and molecular characteristics of HIV and HTLV infection in Equatorial Guinea,"Gonzalez Perez,P., Cardenas Cardenas,F. and Garcia",,
,,,,51,HIV-1 typing subtypes by Tm through qPCR and MAC analyses,"Perez,G.R., Taborda,M.A. and Giri,A.A.",,
,,,,50,"Molecular epidemiology of HIV-1 in Novosibirsk region, Russia","Totmenin,A.V., Baryshev,P.B., Bogatchev,V.V. and G",,
HSuHZg78AeRoHfbdfGF34ZWQ,,,,50,Complex Pathways of HIV Immune Escape,"Wolinsky,S., Kunstman,K., Funkhouser,R., Bhattacha",,
,,,,48,Presence of multiple HIV subtypes and a high frequency of subtype chimeric viruses in heterosexually,"Iversen,A.K., Learn,G.H., Fugger,L., Gerstoft,J., ",,
,,,,48,Analysis of gene gag of HIV-1 variants circulating in Kyrgyzstan,"Laga,V., Vasilyev,A., Ismailova,A., Beysheeva,N., ",,
,,,,47,HIV-1 interclade polymorphism at primary infection,"Castro,E., Bart,P.-A., Rizzardi,G. and Pantaleo,G.",,
,,,,47,Predominance of 3 NFkB binding sites in Long Terminal Repeat sequences of Zambian HIV-1 isolates,"Munkanta,M., Handema,R., Gondwe,C., Deng,X., Kasai",,
,,,,46,Study of the genetic diversity and of the primary resistance rates in HIV-1 positive individuals in ,"Gaspareto,K.V., Dias,J.R., Meneguetti,V.A., Storti",,
,,,,44,HIV-1 genetic diversity in a group of IDU living in Portugal,"Silva,A.F. and Padua,E.",,
,,,,43,Descamps D. Impact of gag genetic determinants on virological outcome to boosted lopinavir-containin,"Larrouy,L., Vivot,A., Charpentier,C., Benard,A., V",,
,,,,42,Genetic Variability of the HIV-1 Sequences from Plasma and Cervical Compartments,"Fang,G.",,
,,,,42,Molecular genetic analysis of HIV-1 variants circulating in Armenia,"Vasilyev,A., Lapovok,I., Laga,V., Kazennova,E., Tu",,
,,,,41,Screening of HIV-1 isolates by reverse Heteroduplex Mobility Assay and identification of multiple su,"Buonaguro,L., Tagliamonte,M., Tornesello,M., Pilot",,
,,,,41,"HIV-1 evolution in patients undergoing immunotherapy with Tat, Rev and Nef expressing dendritic cell","de Goede,A.L., van Deutekom,H.W.M., Vrancken,B., S",,
HSg_EDqC9rfehSi41nRY1a2Q,HSfaVAZLQ_etTK7s0uxYo9AA,,,41,Immune Escape in the chronic phase of Subtype C HIV-1 infection in the Indian Clinical cohort,"Sharma,S., Aralaguppe,S., Saravanan,S., Solomon,S.",Unpublished,
,,,,40,HIV-1 molecular epidemiology in IRAN-2013,"Nejati,A., Norouzi,M., Ebrahimian,A., Jazayeri,S.M",,
,,,,40,HIV-1 pol gene diversity and complex recombinant structure of HIV-1 strains circulating in the Repub,"Niama,F.R., Vidal,N., Obengui, Diop-Ndiaye,H., Bik",,
,,,,40,SIVagm quasispecies comparison between infected baboons and AGMs,"Robertson,D.L., Soares,M.A., Sharp,P.M., Shaw,G.M.",,
,,,,40,Molecular Diversity of HIV-1 among the HIV Infected People of North Eastern India,"Sharma,A.L., Singh,T.R. and Singh,L.S.",,
,,,,40,Intrapatient sequence variation of the gag gene of human immunodeficiency virus type 1 plasma virion,"Yoshimura,F.K., Diem,K., Learn,G.H. Jr., Riddell,S",,
,,,,39,HIV-1 genotypic drug resistance variants in antiretroviral treatment naive patients in southern Chin,"Wang,H., Zhou,B.P., Hu,Y.D., Zhu,H.Y., Li,L.X., Xu",,
,,,,38,Molecular epidemiology of HIV-1 in a rural community in south west Uganda,"Kaleebu,P., Hamilton,L., Rutebemberwa,A., Lyagoba,",,
,,,,38,Diversity of Human immunodeficiency virus in rural Burkina Faso,"Tebit,D.M., Ganame,J., Sathiandee,K., Nagabila,Y.,",,
,,,,37,Differences in Variation of Human Immunodeficiency Virus Type 1 Sequences from Henan and Shanghai Re,"Yin,C., Lu,H., Jiang,W., De Pasquale,M.P., Hu,Y., ",,
,,,,36,"Molecular and epidemiological characterization of HIV-1 infected individuals from Medellin, Colombia","Sanchez,G.I., Carrion,G., Eyzaguirre,L., Arias,S.,",,
,,,,35,The molecular characterization of HIV-1 in a Cape Town cohort investigated for HAND,"Engelbrecht,S., Isaacs,S., Jacobs,G.B. and Joska,J",,
,,,,35,"Clinical, Virologic and Immunological Outcomes in a Cohort of Long-Term Non-Progressor HIV Infected ","Santos,J.S., Ribeiro,C.E., Almeida,S.M. and Raboni",,
,,,,34,Prevalence of genotypes and primary drug resistance among HIV+ Brazilian blood donors,"Alencar,C.S., Busch,M.P. and Sabino,E.C.",,
,,,,34,High Proportion of CRF01_AE and Multiple Recombination Form Strains of HIV-1 Were Circulating in Suz,"Chenhao,Q., Hong,D., Chiyu,Z. and Fangyuan,H.",,
,,,,34,Identification of highly-conserved residues in human and simian Immunodeficiency virus matrix protei,"Mant,C.A., Kozlakidis,Z. and Cason,J.W.",,
,,,,33,"Arteriviruses, pegiviruses, and lentiviruses are common among wild African monkeys","Bailey,A. and Heimbruch,K.",,
,,,,33,HIV dual infection with subtype B and BF recombinants in Argentina,"Ceballos,A.",,
,,,,33,Genetic Diversity of the Non-Subtype B Strains of Human Immunodeficiency Virus Type 1 in the Czech R,"Reinis,M., Bruckova,M., Stankova,M., Graham,R., Va",,
,,,,33,High frequency of CRF among non-C HIV-1 strains in Bangladesh,"Sarker,M.S., Rahman,M., Yirrell,D., Campbell,E., K",,
,,,,32,Both CCR5- and CXCR4-tropic subtype C HIV-1 isolates have low pathogenic fitness but retain transmis,"Abraha,A., Nankya,I., Gibson,R., Demers,K., Tebit,",,
,,,,32,Characterization of the transframe region and full protease gene of HIV-1 from India,"Sengupta,S. and Chakrabarti,S.",,
,,,,32,Prevalence and subtype characterization of HIV-1 in Zhenjiang,"Shen,L., Mao,L.X. and Zhang,M.H.",,
HSsMonnuljMpTQVCNtJGl6FQ,,,,31,Genetic characterization of HIV-1 strains among different risk group of Nepalese patient from centra,"Bhusal,N., Sutthent,R., Horthongkham,N., Kantakama",Check,Similar to above
,,,,31,Antiretroviral drug resistance in HIV-1 infected patients receiving antiretroviral treatment in rout,"Monleau,M., Faihun,F., Affolabi,D., Afangnihoun,A.",,
,,,,31,Distribution of HIV-1 subtypes in Ethiopia,"Sherefa,K., Johansson,B. and Sonnerborg,A.",,
,,,,29,Clinical evolution and antiretroviral resistance patterns in HIV-1 dual infected patients in Argenti,"Andreani,G., Ambrosioni,J., Pugliese,D., Espada,C.",,
,,,,29,Primary HIV-1 infection during HIV-1 gag vaccination,"Balamurugan,A., Lewis,M.J., Kitchen,C.M.R., Robert",,
,,,,29,Direct Submission,"Garaev,M.M., Turbina,G.I. and Kirillova,L.D.",,
,,,,29,Molecular genetic analysis of HIV-1 variants circulating in Armenia,"Laga,V., Lapovok,I., Kazennova,E., Vasilyev,A., Pa",,
,,,,28,Antiretroviral resistance in MSM in Brazil,"Bermudez-Aza,E.H.",,
,,,,28,A sudden epidemic of HIV-1 among injecting drug users in the former Soviet Union: Identification of ,"Bobkov,A.F., Kazennova,E.V., Selimova,L.M., Bobkov",,
,,,,28,Phylogenetic analysis of part of gag gene of HIV-1 strains from Sichuan,"Feng,H., Yang,D., Huang,Y. and Tang,H.",,
,,,,28,"Evidence for founder effect among HIV-1 infected injection drug users in Karachi, Pakistan","Rai,M.A., Nerurkar,V.R., Khan,S., Kazmi,S.U. and A",,
,,,,27,HIV subtypes in Belarus,"Eremin,V.F., Gasich,E.L., Sasinovich,S.V., Domnich",,
,,,,26,Clinical evolution and antiretroviral resistance patterns in HIV-1 dual infected patients in Argenti,"Andreani,G., Ambrosioni,J., Pugliese,D., Espada,C.",,
,,,,26,The evolution of protease mutation 76V is associated with protease mutation 46I and gag mutation 431,"Knops,E., Kemper,I., Schuelter,E., Pfister,H., Kai",,
,,,,26,HIV-1 specific CD4+ T cell responses are not associated with significant viral epitope variation in ,"Koeppe,J.R., Campbell,T.P., Rapaport,R. and Wilson",,
,,,,25,Origin and Phylodynamics of HIV1 subtype C in South Africa,"Engelbrecht,S., Wilkinson,E. and De Oliveira,T.",,
,,,,24,"Sequence analysis of Env C2/C3, Gag p17/p24 and Prot regions of 25 HIV-1 isolates from Ho Chi Minh C","Caumont,A.B.",,
,,,,24,Replication rate of an attenuated HIV-1,"Tsykin,A., Weiller,G. and Deacon,N.",,
,,,,23,A cluster of rapid disease progressors with acute HIV-1 infection shared novel HIV-1 variants,"Mori,H. and Kojima,Y.",,
,,,,22,Distribution of Human Immunodeficiency Virus Type 1 (HIV-1) Subtypes in North Region of Brazil: Iden,"Cunha,L.K.H., Kashima,S., Amarante,M.F.C., Haddad,",,
,,,,22,Initial fitness recovery of HIV-1 is driven by quasispecies heterogeneity and can occur without muta,"Lopez-Galindez,C., Lorenzo-Redondo,R., Borderia,A.",,
HSGDV0DVVe0_uysTOOltuZGA,,,,22,Evolution of Gag and GP41 in Patients Receiving Ritonavir-Boosted Atazanavir and Lopinavir,"Varghese,V., Fessel,J., Rhee,S.-Y. and Shafer,R.",Mixed,
,,,,22,Immunological and virological characteristics of HIV infected individuals in different risk groups i,"Yirrell,D.L.",,
,,,,21,"Co-infections and transmission networks of HCV, HIV-1 and HPgV among individuals with intravenous dr","Ng,K.T. and Tee,K.K.",,
,,,,21,Rapid disease progression is associated with increased viral infectivity in HIV-1 subtype C pediatri,"Walker,P.R., Gray,E., Choge,I.A., Meyers,T., Gray,",,
HSCNv6bgceJe9mcDw4UQB6Bw,,,,20,Genetic characterization of HIV-1 strains among different risk groups of Nepalase patients from cent,"Bhusal,N., Sutthent,R., Horthongkham,N., Kantakama",Check,Unclear if related to     27697032
,,,,20,Two Mother to Child Transmissions Within Three Generations of the Same Family,"Lewis,M., Cercillieux,A., Frohnen,P. and Bryson,Y.",,
,,,,20,HIV-1 Gag variation durign disease progression,"Mant,C.A. and Cason,J.W.",,
,,,,20,"Relationship of Injection Drug Use, Antiretroviral Therapy Resistance, and Genetic Diversity in the ","Markham,R.B.",,
,,,,20,The dynamics of sequence insertions in HIV Type 1 subtype C p6 in drug naive patients from India,"Sharma,S., Aralaguppe,S., Saravanan,S., Solomon,S.",,
,,,,19,Increased detection of HIV-specific T cell responses by combination of centralized sequences with co,"Brander,C., Frahm,N. and Nickel,D.",,
,,,,19,Resistence mutations and molecular characterization of HIV-1 isolates from Venezuelan patients with ,"Castro,E., Bouchard,M., Moreno,M. and Echeverria D",,
,,,,19,Unknown co-receptor usage in HIV isolates from patients undergoing long-term antiretroviral therapy,"Machuca,A., Hu,J., De Mendoza,C., Taffs,R., Benito",,
,,,,19,Patterns of resistance mutations to antiretroviral drugs in extensively pretreated HIV-1-infected pa,"Rousseau,M.N., Vergne,L., Montes,B., Peeters,M., R",,
,,,,18,Molecular epidemiology of HIV-1 in Santa Catarina State confirms increases of subtype C in southern ,"Locateli,D., Stoco,P.H., Queiroz,A.T.L., Alcantara",,
,,,,18,Characterization of drug resistance in a cohort of subjects on antiretroviral therapy infected with ,"Sylla,M., Chamberland,A., Ndiaye,C., Boileau,C., N",,
,,,,17,Prevalence of multiple dideoxynucleoside analogue resistance (MddNR) in a multicentric cohort of HIV,"Balotta,C., Violin,M., Monno,L., Bagnarelli,P., Ri",,
,,,,17,HIV type 1 env gene diversity detected in Taiwan,"Chang,K.S.S., Lin,C.-I., Salminen,M.O., Liao,S.-K.",,
,,,,17,HIV-1 gag subtype A is predominant in Malaysian IDU,"Kasper,P., Chalwatzis,N., Duraisamy,G., Ofenloch-H",,
,,,,17,Non-Invasive Detection of New Simian Immunodeficiency Virus Lineages in Captive Sooty Mangabeys: Abi,"Ling,B., Santiago,M.L., Meleth,S., Gormus,B., McCl",,
HSkuRKOxaxQgKtS9hp2PcOxA,PM18301057,18301057,,16,Increased Detection of HIV-Specific T Cell Responses By Combination of Centralized Sequences with Co,"Allen,T.M., Frahm,N., Nickle,D.C., Linde,C.H., Hew",Mixed,
,,,,16,Prevalence of multiple dideoxynucleoside analogue resistance (MddNR) in a multicentric cohort of HIV,"Balotta,C., Violin,M., Monno,L., Bagnarelli,P., Ri",,
,,,,16,Rapid clinical progression to AIDS and death in a persistently seronegative HIV-1 infected heterosex,"Bartolo,I., Camacho,R., Barroso,H., Bezerra,V. and",,
,,,,16,Positive selection of each of the clustered compensatory mutations in HIV-1 gag required for escape ,"Brander,C., Kelleher,A. and Goulder,P.",,
