Accession,Subtype,SamplingYear,PubMedID,Title,Authors,PubYear
AB253430,BF1,,,Construction and characterization of HIV-1 BF recombinant infectious molecular clones,"Sakamoto,Y., Takekawa,N. and Tatsumi,M.",
AB253635,01_AE,,,Construction and characterization of HIV-1 subtype A and CRF01_AE infectious molecular clones,"Sakamoto,Y., Takekawa,N. and Tatsumi,M.",
AB253647,01_AE,,,Construction and characterization of HIV-1 subtype A and CRF01_AE infectious molecular clones,"Sakamoto,Y., Takekawa,N. and Tatsumi,M.",
AB253659,01_AE,,,Construction and characterization of HIV-1 subtype A and CRF01_AE infectious molecular clones,"Sakamoto,Y., Takekawa,N. and Tatsumi,M.",
AB253692,01_AE,,,Characterization of drug-resistance mutation profile kinetics in HIV-1 with infectious clones,"Sakamoto,Y., Takekawa,N., Hashimoto,O., Matsuda,M., Nishizawa,M., Sugiura,W. and Tatsumi,M.",
AB253703,01_AE,,,Characterization of drug-resistance mutation profile kinetics in HIV-1 with infectious clones,"Sakamoto,Y., Takekawa,N., Hashimoto,O., Matsuda,M., Nishizawa,M., Sugiura,W. and Tatsumi,M.",
AB254143,C,2002,,Construction and characterization of HIV-1 subtype C infectious molecular clones derived from Zambian isolates,"Tatsumi,M., Hara,T., Sakamoto,Y., Terunuma,H., Ichiyama,H., Kasolo,M., Honda,M. and Yamamoto,N.",
AB254146,C,2002,,Construction and characterization of HIV-1 subtype C infectious molecular clones derived from Zambian isolates,"Tatsumi,M., Hara,T., Sakamoto,Y., Terunuma,H., Ichiyama,H., Kasolo,M., Honda,M. and Yamamoto,N.",
AB254150,C,2002,,Construction and characterization of HIV-1 subtype C infectious molecular clones derived from Zambian isolates,"Tatsumi,M., Hara,T., Sakamoto,Y., Terunuma,H., Ichiyama,H., Kasolo,M., Honda,M. and Yamamoto,N.",
AB286849,CU,2004,,Construction and characterization of an unique mosaic HIV-1 subtype C infectious molecular clones derived from a japanese patients,"Sakamoto,Y., Takekawa,N., Nishizawa,M., Sugiura,W. and Tatsumi,M.",
AB286851,06_cpx,2003,,Construction and characterization of mosaic HIV-1 infectious molecular clones among CRF02_AG and CRF06_cpx derived from Ghanaian patients,"Sakamoto,Y., Takekawa,N., Ampofo,W., Sata,T. and Tatsumi,M.",
AB286853,0206,2003,,Construction and characterization of mosaic HIV-1 infectious molecular clones among CRF02_AG and CRF06_cpx derived from Ghanaian patients,"Sakamoto,Y., Takekawa,N., Ampofo,W., Sata,T. and Tatsumi,M.",
AB286855,02_AG,2003,,Construction and characterization of HIV-1 CRF02_AG infectious molecular clones derived from Ghanaian patients,"Sakamoto,Y., Takekawa,N., Ampofo,W., Sata,T. and Tatsumi,M.",
AB286857,02_AG,2003,,Construction and characterization of HIV-1 CRF02_AG infectious molecular clones derived from Ghanaian patients,"Sakamoto,Y., Takekawa,N., Ampofo,W., Sata,T. and Tatsumi,M.",
AB286859,02_AG,2003,,Construction and characterization of HIV-1 CRF02_AG infectious molecular clones derived from Ghanaian patients,"Sakamoto,Y., Takekawa,N., Ampofo,W., Sata,T. and Tatsumi,M.",
AB286861,02_AG,2003,,Construction and characterization of HIV-1 CRF02_AG infectious molecular clones derived from Ghanaian patients,"Sakamoto,Y., Takekawa,N., Ampofo,W., Sata,T. and Tatsumi,M.",
AB286863,02_AG,2003,,Construction and characterization of HIV-1 CRF02_AG infectious molecular clones derived from Ghanaian patients,"Sakamoto,Y., Takekawa,N., Ampofo,W., Sata,T. and Tatsumi,M.",
AB286955,B,2004,,Construction and characterization of naive HIV-1 subtypeB infectious molecular clones derived from japanese patients for reference,"Sakamoto,Y., Takekawa,N., Nishizawa,M., Sugiura,W. and Tatsumi,M.",
AB287364,B,2005,,Construction and characterization of naive HIV-1 subtypeB infectious molecular clones derived from Japanese patients for reference,"Sakamoto,Y., Takekawa,N., Nishizawa,M., Sugiura,W. and Tatsumi,M.",
AB287366,B,2005,,Construction and characterization of naive HIV-1 subtypeB infectious molecular clones derived from Japanese patients for reference,"Sakamoto,Y., Takekawa,N., Nishizawa,M., Sugiura,W. and Tatsumi,M.",
AB287369,B,1999,,Construction and characterization of multidrug-resistant HIV-1 subtypeB infectious molecular clones derived from Japanese patients for reference,"Sakamoto,Y., Takekawa,N., Nishizawa,M., Sugiura,W. and Tatsumi,M.",
AB287376,A1,1992,,Construction and characterization of naive HIV-1 subtype A infectious molecular clones derived from Rwanda patients for reference,"Sakamoto,Y., Takekawa,N. and Tatsumi,M.",
AB287378,A1,1993,,Construction and characterization of naive HIV-1 subtype A infectious molecular clones derived from Rwanda patients for reference,"Sakamoto,Y., Takekawa,N. and Tatsumi,M.",
AB289587,B,2000,,Construction and characterization of multidrug-resistant HIV-1 subtype B infectious molecular clones derived from Japanese patients for reference,"Sato,M., Takekawa,N., Sakamoto,Y., Nishizawa,M., Sugiura,W. and Tatsumi,M.",
AB289589,B,2001,,Construction and characterization of multidrug-resistant HIV-1 subtype B infectious molecular clones derived from Japanese patients for reference,"Sato,M., Takekawa,N., Sakamoto,Y., Nishizawa,M., Sugiura,W. and Tatsumi,M.",
AB428551,B,2000,18620491,"Analysis of near full-length genomic sequences of drug-resistant HIV-1 spreading among therapy-naive individuals in Nagoya, Japan: amino acid mutations associated with viral replication activity","Ibe,S., Shigemi,U., Sawaki,K., Fujisaki,S., Hattori,J., Yokomaku,Y., Mamiya,N., Hamaguchi,M. and Kaneda,T.",2008
AB428552,B,2001,18620491,"Analysis of near full-length genomic sequences of drug-resistant HIV-1 spreading among therapy-naive individuals in Nagoya, Japan: amino acid mutations associated with viral replication activity","Ibe,S., Shigemi,U., Sawaki,K., Fujisaki,S., Hattori,J., Yokomaku,Y., Mamiya,N., Hamaguchi,M. and Kaneda,T.",2008
AB428553,B,2002,18620491,"Analysis of near full-length genomic sequences of drug-resistant HIV-1 spreading among therapy-naive individuals in Nagoya, Japan: amino acid mutations associated with viral replication activity","Ibe,S., Shigemi,U., Sawaki,K., Fujisaki,S., Hattori,J., Yokomaku,Y., Mamiya,N., Hamaguchi,M. and Kaneda,T.",2008
AB428554,B,2002,18620491,"Analysis of near full-length genomic sequences of drug-resistant HIV-1 spreading among therapy-naive individuals in Nagoya, Japan: amino acid mutations associated with viral replication activity","Ibe,S., Shigemi,U., Sawaki,K., Fujisaki,S., Hattori,J., Yokomaku,Y., Mamiya,N., Hamaguchi,M. and Kaneda,T.",2008
AB428555,B,2003,18620491,"Analysis of near full-length genomic sequences of drug-resistant HIV-1 spreading among therapy-naive individuals in Nagoya, Japan: amino acid mutations associated with viral replication activity","Ibe,S., Shigemi,U., Sawaki,K., Fujisaki,S., Hattori,J., Yokomaku,Y., Mamiya,N., Hamaguchi,M. and Kaneda,T.",2008
AB428556,B,2005,18620491,"Analysis of near full-length genomic sequences of drug-resistant HIV-1 spreading among therapy-naive individuals in Nagoya, Japan: amino acid mutations associated with viral replication activity","Ibe,S., Shigemi,U., Sawaki,K., Fujisaki,S., Hattori,J., Yokomaku,Y., Mamiya,N., Hamaguchi,M. and Kaneda,T.",2008
AB428557,B,2005,18620491,"Analysis of near full-length genomic sequences of drug-resistant HIV-1 spreading among therapy-naive individuals in Nagoya, Japan: amino acid mutations associated with viral replication activity","Ibe,S., Shigemi,U., Sawaki,K., Fujisaki,S., Hattori,J., Yokomaku,Y., Mamiya,N., Hamaguchi,M. and Kaneda,T.",2008
AB428558,B,2003,18620491,"Analysis of near full-length genomic sequences of drug-resistant HIV-1 spreading among therapy-naive individuals in Nagoya, Japan: amino acid mutations associated with viral replication activity","Ibe,S., Shigemi,U., Sawaki,K., Fujisaki,S., Hattori,J., Yokomaku,Y., Mamiya,N., Hamaguchi,M. and Kaneda,T.",2008
AB428559,B,2004,18620491,"Analysis of near full-length genomic sequences of drug-resistant HIV-1 spreading among therapy-naive individuals in Nagoya, Japan: amino acid mutations associated with viral replication activity","Ibe,S., Shigemi,U., Sawaki,K., Fujisaki,S., Hattori,J., Yokomaku,Y., Mamiya,N., Hamaguchi,M. and Kaneda,T.",2008
AB428560,B,2005,18620491,"Analysis of near full-length genomic sequences of drug-resistant HIV-1 spreading among therapy-naive individuals in Nagoya, Japan: amino acid mutations associated with viral replication activity","Ibe,S., Shigemi,U., Sawaki,K., Fujisaki,S., Hattori,J., Yokomaku,Y., Mamiya,N., Hamaguchi,M. and Kaneda,T.",2008
AB428561,B,2006,18620491,"Analysis of near full-length genomic sequences of drug-resistant HIV-1 spreading among therapy-naive individuals in Nagoya, Japan: amino acid mutations associated with viral replication activity","Ibe,S., Shigemi,U., Sawaki,K., Fujisaki,S., Hattori,J., Yokomaku,Y., Mamiya,N., Hamaguchi,M. and Kaneda,T.",2008
AB428562,B,2006,18620491,"Analysis of near full-length genomic sequences of drug-resistant HIV-1 spreading among therapy-naive individuals in Nagoya, Japan: amino acid mutations associated with viral replication activity","Ibe,S., Shigemi,U., Sawaki,K., Fujisaki,S., Hattori,J., Yokomaku,Y., Mamiya,N., Hamaguchi,M. and Kaneda,T.",2008
AB468575,33_01B,2007,19621986,"Current HIV type 1 molecular epidemiology profile and identification of unique recombinant forms in Jakarta, Indonesia","Sahbandar,I.N., Takahashi,K., Djoerban,Z., Firmansyah,I., Naganawa,S., Motomura,K., Sato,H., Kitamura,K., Pohan,H.T. and Sato,S.",2009
AB480044,02D,2003,,A new generation of recombinants between CRF02_AG and subtype A detected in Ghana : analysis by infectious molecular clones,"Takekawa,N., Sakamoto,Y., Kinomoto,M., Nii-Trebi,N., Tokunaga,K., Ampofo,W., Ofori-Adjei,D., Kurata,T., Sata,T. and Tatsumi,M.",
AB480047,02G,2003,,A new generation of recombinants between CRF02_AG and subtype A detected in Ghana : analysis by infectious molecular clones,"Takekawa,N., Sakamoto,Y., Kinomoto,M., Nii-Trebi,N., Tokunaga,K., Ampofo,W., Ofori-Adjei,D., Kurata,T., Sata,T. and Tatsumi,M.",
AB480298,BF1,2004,,Molecular characterization of subtype F infectious molecular clones possibly derived from Brazil,"Sakamoto,Y., Takekawa,N., Nishizawa,M., Sugiura,W. and Tatsumi,M.",
AB480300,BF1,2004,,Molecular characterization of subtype F infectious molecular clones possibly derived from Brazil,"Sakamoto,Y., Takekawa,N., Nishizawa,M., Sugiura,W. and Tatsumi,M.",
AB480692,B,2004,,Molecular characterization of infectious molecular clones derived from multidrug-resistant HIV-1 subtype B in Japan,"Takekawa,N., Nishizawa,M., Sugiura,W. and Tatsumi,M.",
AB480694,B,2004,,Molecular characterization of infectious molecular clones derived from multidrug-resistant HIV-1 subtype B in Japan,"Takekawa,N., Nishizawa,M., Sugiura,W. and Tatsumi,M.",
AB480696,B,2004,,Molecular characterization of infectious molecular clones derived from naive subtype B HIV-1 in Japan,"Takekawa,N., Nishizawa,M., Sugiura,W. and Tatsumi,M.",
AB480698,B,1998,,Molecular characterization of infectious molecular clones derived from multidrug-resistant HIV-1 subtype B in Japan,"Takekawa,N., Uchiyama,C., Nishizawa,M., Sugiura,W. and Tatsumi,M.",
AB485632,A1,,,A comprehensive panel of infectious molecular clones derived from HIV isolates of BBI subtype infectivity panel,"Takekawa,N., Takeda,S., Uchiyama,C. and Tatsumi,M.",
AB485633,02_AG,,,A comprehensive panel of infectious molecular clones derived from HIV isolates of BBI subtype infectivity panel,"Takekawa,N., Takeda,S., Uchiyama,C. and Tatsumi,M.",
AB485634,02_AG,,,A comprehensive panel of infectious molecular clones derived from HIV isolates of BBI subtype infectivity panel,"Takekawa,N., Takeda,S., Uchiyama,C. and Tatsumi,M.",
AB485636,02_AG,,,A comprehensive panel of infectious molecular clones derived from HIV isolates of BBI subtype infectivity panel,"Takekawa,N., Takeda,S., Uchiyama,C. and Tatsumi,M.",
AB485638,B,1991,,A comprehensive panel of infectious molecular clones derived from HIV isolates of BBI subtype infectivity panel,"Takekawa,N., Takeda,S., Uchiyama,C. and Tatsumi,M.",
AB485641,B,1990,,A comprehensive panel of infectious molecular clones derived from HIV isolates of BBI subtype infectivity panel,"Takekawa,N., Takeda,S., Uchiyama,C. and Tatsumi,M.",
AB485643,C,,,A comprehensive panel of infectious molecular clones derived from HIV isolates of BBI subtype infectivity panel,"Takekawa,N., Takeda,S., Uchiyama,C. and Tatsumi,M.",
AB485645,C,1989,,A comprehensive panel of infectious molecular clones derived from HIV isolates of BBI subtype infectivity panel,"Takekawa,N., Takeda,S., Uchiyama,C. and Tatsumi,M.",
AB485648,D,1990,,A comprehensive panel of infectious molecular clones derived from HIV isolates of BBI subtype infectivity panel,"Takekawa,N., Takeda,S., Uchiyama,C. and Tatsumi,M.",
AB485650,D,1991,,A comprehensive panel of infectious molecular clones derived from HIV isolates of BBI subtype infectivity panel,"Takekawa,N., Takeda,S., Uchiyama,C. and Tatsumi,M.",
AB485652,01_AE,1993,,A comprehensive panel of infectious molecular clones derived from HIV isolates of BBI subtype infectivity panel,"Takekawa,N., Takeda,S., Uchiyama,C. and Tatsumi,M.",
AB485654,01_AE,,,A comprehensive panel of infectious molecular clones derived from HIV isolates of BBI subtype infectivity panel,"Takekawa,N., Takeda,S., Uchiyama,C. and Tatsumi,M.",
AB485656,F1,1990,,A comprehensive panel of infectious molecular clones derived from HIV isolates of BBI subtype infectivity panel,"Takekawa,N., Takeda,S., Uchiyama,C. and Tatsumi,M.",
AB485658,F1,1996,,A comprehensive panel of infectious molecular clones derived from HIV isolates of BBI subtype infectivity panel,"Takekawa,N., Takeda,S., Uchiyama,C. and Tatsumi,M.",
AB485660,06_cpx,,,A comprehensive panel of infectious molecular clones derived from HIV isolates of BBI subtype infectivity panel,"Takekawa,N., Takeda,S., Uchiyama,C. and Tatsumi,M.",
AB485662,G,1993,,A comprehensive panel of infectious molecular clones derived from HIV isolates of BBI subtype infectivity panel,"Takekawa,N., Takeda,S., Uchiyama,C. and Tatsumi,M.",
AB485664,U,,,A comprehensive panel of infectious molecular clones derived from HIV isolates of BBI subtype infectivity panel,"Takekawa,N., Takeda,S., Uchiyama,C. and Tatsumi,M.",
AB485666,O,,,A comprehensive panel of infectious molecular clones derived from HIV isolates of BBI subtype infectivity panel,"Takekawa,N., Takeda,S., Uchiyama,C. and Tatsumi,M.",
AB485668,O,,,A comprehensive panel of infectious molecular clones derived from HIV isolates of BBI subtype infectivity panel,"Takekawa,N., Takeda,S., Uchiyama,C. and Tatsumi,M.",
AB547464,33_01B,2007,20958201,The Indonesian Variants of CRF33_01B: Near-Full Length Sequence Analysis,"Sahbandar,I.N., Takahashi,K., Motomura,K., Djoerban,Z., Firmansyah,I., Kitamura,K., Sato,H., Pohan,H.T. and Sato,S.",2011
AB564744,B,,,Characterization of drug-resistance mutation profile kinetics in HIV-1 with infectious molecular clones,"Umeki-Sakamoto,Y., Hirano,R. and Tatsumi,M.",
AB564746,B,,,Characterization of drug-resistance mutation profile kinetics in HIV-1 with infectious molecular clones,"Umeki-Sakamoto,Y., Hirano,R. and Tatsumi,M.",
AB565478,B,,,Characterization of drug-resistance mutation profile kinetics in HIV-1 with infectious molecular clones,"Umeki-Sakamoto,Y., Hirano,R. and Tatsumi,M.",
AB565495,B,,,Construction and characterization of infectious molecular clones derived from japanese blood donors,"Umeki-Sakamoto,Y., Takekawa,N. and Tatsumi,M.",
AB565497,B,,,Construction and characterization of infectious molecular clones derived from japanese blood donors,"Umeki-Sakamoto,Y., Takekawa,N. and Tatsumi,M.",
AB565499,B,,,Construction and characterization of infectious molecular clones derived from japanese blood donors,"Umeki-Sakamoto,Y., Takekawa,N. and Tatsumi,M.",
AB565501,B,,,Construction and characterization of infectious molecular clones derived from japanese blood donors,"Umeki-Sakamoto,Y., Takekawa,N. and Tatsumi,M.",
AB565503,01_AE,,,Construction and characterization of infectious molecular clones derived from japanese blood donors,"Umeki-Sakamoto,Y., Takekawa,N. and Tatsumi,M.",
AB604946,B,,,Characterization of drug-resistance mutation profile kinetics in HIV-1 with infectious molecular clones,"Hirano,R. and Tatsumi,M.",
AB604950,B,,,Characterization of drug-resistance mutation profile kinetics in HIV-1 with infectious molecular clones,"Hirano,R. and Tatsumi,M.",
AB641836,B,,,Construction and characterization of infectious molecular clones derived from japanese blood donors,"Nagai,M., Takekawa,N. and Tatsumi,M.",
AB646289,01B,,,"Construction and characterization of infectious molecular clones deriver from HIV-1, URF between subtype B and CRF01_AE, underestimated by Cobas TaqMan version 1 HIV-1 RNA quantification assay","Nagai,M., Kondo,M. and Tatsumi,M.",
AB703607,35_AD,2010,22916738,Molecular Epidemiology of HIV Type 1 Infection in Iran: Genomic Evidence of CRF35_AD Predominance and CRF01_AE Infection Among Individuals Associated with Injection Drug Use,"Jahanbakhsh,F., Ibe,S., Hattori,J., Monavari,S.H.R., Matsuda,M., Maejima,M., Iwatani,Y., Memarnejadian,A., Keyvani,H., Azadmanesh,K. and Sugiura,W.",2013
AB703608,35_AD,2010,22916738,Molecular Epidemiology of HIV Type 1 Infection in Iran: Genomic Evidence of CRF35_AD Predominance and CRF01_AE Infection Among Individuals Associated with Injection Drug Use,"Jahanbakhsh,F., Ibe,S., Hattori,J., Monavari,S.H.R., Matsuda,M., Maejima,M., Iwatani,Y., Memarnejadian,A., Keyvani,H., Azadmanesh,K. and Sugiura,W.",2013
AB703609,35_AD,2011,22916738,Molecular Epidemiology of HIV Type 1 Infection in Iran: Genomic Evidence of CRF35_AD Predominance and CRF01_AE Infection Among Individuals Associated with Injection Drug Use,"Jahanbakhsh,F., Ibe,S., Hattori,J., Monavari,S.H.R., Matsuda,M., Maejima,M., Iwatani,Y., Memarnejadian,A., Keyvani,H., Azadmanesh,K. and Sugiura,W.",2013
AB703610,35_AD,2011,22916738,Molecular Epidemiology of HIV Type 1 Infection in Iran: Genomic Evidence of CRF35_AD Predominance and CRF01_AE Infection Among Individuals Associated with Injection Drug Use,"Jahanbakhsh,F., Ibe,S., Hattori,J., Monavari,S.H.R., Matsuda,M., Maejima,M., Iwatani,Y., Memarnejadian,A., Keyvani,H., Azadmanesh,K. and Sugiura,W.",2013
AB703611,35_AD,2011,22916738,Molecular Epidemiology of HIV Type 1 Infection in Iran: Genomic Evidence of CRF35_AD Predominance and CRF01_AE Infection Among Individuals Associated with Injection Drug Use,"Jahanbakhsh,F., Ibe,S., Hattori,J., Monavari,S.H.R., Matsuda,M., Maejima,M., Iwatani,Y., Memarnejadian,A., Keyvani,H., Azadmanesh,K. and Sugiura,W.",2013
