Accession,Subtype,SamplingYear,PubMedID,Title,Authors,PubYear
AB703610,35_AD,2011,22916738,Molecular Epidemiology of HIV Type 1 Infection in Iran: Genomic Evidence of CRF35_AD Predominance and CRF01_AE Infection Among Individuals Associated with Injection Drug Use,"Jahanbakhsh,F., Ibe,S., Hattori,J., Monavari,S.H.R., Matsuda,M., Maejima,M., Iwatani,Y., Memarnejadian,A., Keyvani,H., Azadmanesh,K. and Sugiura,W.",2013
AB703611,35_AD,2011,22916738,Molecular Epidemiology of HIV Type 1 Infection in Iran: Genomic Evidence of CRF35_AD Predominance and CRF01_AE Infection Among Individuals Associated with Injection Drug Use,"Jahanbakhsh,F., Ibe,S., Hattori,J., Monavari,S.H.R., Matsuda,M., Maejima,M., Iwatani,Y., Memarnejadian,A., Keyvani,H., Azadmanesh,K. and Sugiura,W.",2013
AB703612,35_AD,2011,22916738,Molecular Epidemiology of HIV Type 1 Infection in Iran: Genomic Evidence of CRF35_AD Predominance and CRF01_AE Infection Among Individuals Associated with Injection Drug Use,"Jahanbakhsh,F., Ibe,S., Hattori,J., Monavari,S.H.R., Matsuda,M., Maejima,M., Iwatani,Y., Memarnejadian,A., Keyvani,H., Azadmanesh,K. and Sugiura,W.",2013
AB703613,35_AD,2011,22916738,Molecular Epidemiology of HIV Type 1 Infection in Iran: Genomic Evidence of CRF35_AD Predominance and CRF01_AE Infection Among Individuals Associated with Injection Drug Use,"Jahanbakhsh,F., Ibe,S., Hattori,J., Monavari,S.H.R., Matsuda,M., Maejima,M., Iwatani,Y., Memarnejadian,A., Keyvani,H., Azadmanesh,K. and Sugiura,W.",2013
AB703614,35_AD,2011,22916738,Molecular Epidemiology of HIV Type 1 Infection in Iran: Genomic Evidence of CRF35_AD Predominance and CRF01_AE Infection Among Individuals Associated with Injection Drug Use,"Jahanbakhsh,F., Ibe,S., Hattori,J., Monavari,S.H.R., Matsuda,M., Maejima,M., Iwatani,Y., Memarnejadian,A., Keyvani,H., Azadmanesh,K. and Sugiura,W.",2013
AB703615,35_AD,2010,22916738,Molecular Epidemiology of HIV Type 1 Infection in Iran: Genomic Evidence of CRF35_AD Predominance and CRF01_AE Infection Among Individuals Associated with Injection Drug Use,"Jahanbakhsh,F., Ibe,S., Hattori,J., Monavari,S.H.R., Matsuda,M., Maejima,M., Iwatani,Y., Memarnejadian,A., Keyvani,H., Azadmanesh,K. and Sugiura,W.",2013
AB703616,01_AE,2010,22916738,Molecular Epidemiology of HIV Type 1 Infection in Iran: Genomic Evidence of CRF35_AD Predominance and CRF01_AE Infection Among Individuals Associated with Injection Drug Use,"Jahanbakhsh,F., Ibe,S., Hattori,J., Monavari,S.H.R., Matsuda,M., Maejima,M., Iwatani,Y., Memarnejadian,A., Keyvani,H., Azadmanesh,K. and Sugiura,W.",2013
AB731663,B,2008,,Molecular characterization of infectious molecular clones derived from mult-idrug-resistant HIV-1 subtype B in Japan,"Umeki-Sakamoto,Y., Ibe,S., Hattori,J., Iwatani,Y., Yokomaku,Y., Sugiura,W. and Tatsumi,M.",
AB731665,B,2009,,Molecular characterization of infectious molecular clones derived from mult-idrug-resistant HIV-1 subtype B in Japan,"Umeki-Sakamoto,Y., Ibe,S., Hattori,J., Iwatani,Y., Yokomaku,Y., Sugiura,W. and Tatsumi,M.",
AB731667,B,2009,,Molecular characterization of infectious molecular clones derived from mult-idrug-resistant HIV-1 subtype B in Japan,"Umeki-Sakamoto,Y., Ibe,S., Hattori,J., Iwatani,Y., Yokomaku,Y., Sugiura,W. and Tatsumi,M.",
AB742145,B,,24795449,Impact of maraviroc-resistant and low-CCR5-adapted mutations induced by in vitro passage on sensitivity to anti-envelope neutralizing antibodies,"Yoshimura,K., Harada,S., Boonchawalit,S., Kawanami,Y. and Matsushita,S.",2014
AB746342,08_BC,2001,,"Molecular characterization of infectious molecular clones derived from HIV-1 CRF08_BC isolates in Yunnan, China","Nagai,M., Umeki-Sakamoto,Y., Kusagawa,S., Takebe,Y., Yang,R., Xia,X., Ben,K. and Tatsumi,M.",
AB746344,08_BC,2000,,"Molecular characterization of infectious molecular clones derived from HIV-1 CRF08_BC isolates in Yunnan, China","Nagai,M., Umeki-Sakamoto,Y., Kusagawa,S., Takebe,Y., Yang,R., Xia,X., Ben,K. and Tatsumi,M.",
AB773884,08_BC,2000,,"Molecular characterization of infectious molecular clones derived from HIV-1 CRF08_BC isolates in Yunnan, China","Nagai,M., Umeki-Sakamoto,Y., Kusagawa,S., Takebe,Y., Yang,R., Xia,X., Ben,K. and Tatsumi,M.",
AB845344,69_01B,2003,26571151,HIV-1 CRF01_AE and Subtype B Transmission Networks Crossover: A New AE/B Recombinant Identified in Japan,"Hosaka,M., Fujisaki,S., Masakane,A., Hattori,J., Shiino,T., Gatanaga,H., Shigemi,U., Okazaki,R., Hachiya,A., Matsuda,M., Ibe,S., Iwatani,Y., Yokomaku,Y. and Sugiura,W.",2016
AB845345,69_01B,2004,26571151,HIV-1 CRF01_AE and Subtype B Transmission Networks Crossover: A New AE/B Recombinant Identified in Japan,"Hosaka,M., Fujisaki,S., Masakane,A., Hattori,J., Shiino,T., Gatanaga,H., Shigemi,U., Okazaki,R., Hachiya,A., Matsuda,M., Ibe,S., Iwatani,Y., Yokomaku,Y. and Sugiura,W.",2016
AB845346,69_01B,2004,26571151,HIV-1 CRF01_AE and Subtype B Transmission Networks Crossover: A New AE/B Recombinant Identified in Japan,"Hosaka,M., Fujisaki,S., Masakane,A., Hattori,J., Shiino,T., Gatanaga,H., Shigemi,U., Okazaki,R., Hachiya,A., Matsuda,M., Ibe,S., Iwatani,Y., Yokomaku,Y. and Sugiura,W.",2016
AB845347,69_01B,2005,26571151,HIV-1 CRF01_AE and Subtype B Transmission Networks Crossover: A New AE/B Recombinant Identified in Japan,"Hosaka,M., Fujisaki,S., Masakane,A., Hattori,J., Shiino,T., Gatanaga,H., Shigemi,U., Okazaki,R., Hachiya,A., Matsuda,M., Ibe,S., Iwatani,Y., Yokomaku,Y. and Sugiura,W.",2016
AB845348,69_01B,2010,26571151,HIV-1 CRF01_AE and Subtype B Transmission Networks Crossover: A New AE/B Recombinant Identified in Japan,"Hosaka,M., Fujisaki,S., Masakane,A., Hattori,J., Shiino,T., Gatanaga,H., Shigemi,U., Okazaki,R., Hachiya,A., Matsuda,M., Ibe,S., Iwatani,Y., Yokomaku,Y. and Sugiura,W.",2016
AB845349,69_01B,2010,26571151,HIV-1 CRF01_AE and Subtype B Transmission Networks Crossover: A New AE/B Recombinant Identified in Japan,"Hosaka,M., Fujisaki,S., Masakane,A., Hattori,J., Shiino,T., Gatanaga,H., Shigemi,U., Okazaki,R., Hachiya,A., Matsuda,M., Ibe,S., Iwatani,Y., Yokomaku,Y. and Sugiura,W.",2016
AB859012,01B,2003,26571151,HIV-1 CRF01_AE and Subtype B Transmission Networks Crossover: A New AE/B Recombinant Identified in Japan,"Hosaka,M., Fujisaki,S., Masakane,A., Hattori,J., Shiino,T., Gatanaga,H., Shigemi,U., Okazaki,R., Hachiya,A., Matsuda,M., Ibe,S., Iwatani,Y., Yokomaku,Y. and Sugiura,W.",2016
AF003887,B,1985,9930876,PCR-mediated recombination: a general method applied to construct chimeric infectious molecular clones of plasma-derived HIV-1 RNA,"Fang,G., Weiser,B., Visosky,A., Moran,T. and Burger,H.",1999
AF004394,B,1986,8835195,Construction and characterization of a stable full-length macrophage-tropic HIV type 1 molecular clone that directs the production of high titers of progeny virions,"Theodore,T.S., Englund,G., Buckler-White,A., Buckler,C.E., Martin,M.A. and Peden,K.W.",1996
AF004885,A1,1994,10196337,"Subtypes of human immunodeficiency virus type 1 and disease stage among women in Nairobi, Kenya","Neilson,J.R., John,G.C., Carr,J.K., Lewis,P., Kreiss,J.K., Jackson,S., Nduati,R.W., Mbori-Ngacha,D., Panteleeff,D.D., Bodrug,S., Giachetti,C., Bott,M.A., Richardson,B.A., Bwayo,J., Ndinya-Achola,J. and Overbaugh,J.",1999
AF005494,F1,1993,9621027,A comprehensive panel of near-full-length clones and reference sequences for non-subtype B isolates of human immunodeficiency virus type 1,"Gao,F., Robertson,D.L., Carruthers,C.D., Morrison,S.G., Jian,B., Chen,Y., Barre-Sinoussi,F., Girard,M., Srinivasan,A., Abimiku,A.G., Shaw,G.M., Sharp,P.M. and Hahn,B.H.",1998
AF005495,BF1,1993,9621027,A comprehensive panel of near-full-length clones and reference sequences for non-subtype B isolates of human immunodeficiency virus type 1,"Gao,F., Robertson,D.L., Carruthers,C.D., Morrison,S.G., Jian,B., Chen,Y., Barre-Sinoussi,F., Girard,M., Srinivasan,A., Abimiku,A.G., Shaw,G.M., Sharp,P.M. and Hahn,B.H.",1998
AF005496,H,1990,9621027,A comprehensive panel of near-full-length clones and reference sequences for non-subtype B isolates of human immunodeficiency virus type 1,"Gao,F., Robertson,D.L., Carruthers,C.D., Morrison,S.G., Jian,B., Chen,Y., Barre-Sinoussi,F., Girard,M., Srinivasan,A., Abimiku,A.G., Shaw,G.M., Sharp,P.M. and Hahn,B.H.",1998
AF009032,O,,,HIV-1 Group O and M sequence comparisons,"Korber,B.T.",
AF015916,01_AE,1994,,Direct Submission,"Yu,X. and Wang,Z.",1997
AF015919,01_AE,1994,,Direct Submission,"Yu,X. and Wang,Z.",1997
AF025749,B,1986,9519894,Diversity of the human immunodeficiency virus type 1 envelope glycoprotein in San Francisco Men's Health Study participants,"McCutchan,F.E., Sanders-Buell,E., Salminen,M.O., Carr,J.K. and Sheppard,W.H.",1998
AF025750,B,1986,9519894,Diversity of the human immunodeficiency virus type 1 envelope glycoprotein in San Francisco Men's Health Study participants,"McCutchan,F.E., Sanders-Buell,E., Salminen,M.O., Carr,J.K. and Sheppard,W.H.",1998
AF025751,B,1985,9519894,Diversity of the human immunodeficiency virus type 1 envelope glycoprotein in San Francisco Men's Health Study participants,"McCutchan,F.E., Sanders-Buell,E., Salminen,M.O., Carr,J.K. and Sheppard,W.H.",1998
AF025752,B,1986,9519894,Diversity of the human immunodeficiency virus type 1 envelope glycoprotein in San Francisco Men's Health Study participants,"McCutchan,F.E., Sanders-Buell,E., Salminen,M.O., Carr,J.K. and Sheppard,W.H.",1998
AF025753,B,1987,9519894,Diversity of the human immunodeficiency virus type 1 envelope glycoprotein in San Francisco Men's Health Study participants,"McCutchan,F.E., Sanders-Buell,E., Salminen,M.O., Carr,J.K. and Sheppard,W.H.",1998
AF025754,B,1988,9519894,Diversity of the human immunodeficiency virus type 1 envelope glycoprotein in San Francisco Men's Health Study participants,"McCutchan,F.E., Sanders-Buell,E., Salminen,M.O., Carr,J.K. and Sheppard,W.H.",1998
AF025755,B,1987,9519894,Diversity of the human immunodeficiency virus type 1 envelope glycoprotein in San Francisco Men's Health Study participants,"McCutchan,F.E., Sanders-Buell,E., Salminen,M.O., Carr,J.K. and Sheppard,W.H.",1998
AF025756,B,1986,9519894,Diversity of the human immunodeficiency virus type 1 envelope glycoprotein in San Francisco Men's Health Study participants,"McCutchan,F.E., Sanders-Buell,E., Salminen,M.O., Carr,J.K. and Sheppard,W.H.",1998
AF025757,B,1987,9519894,Diversity of the human immunodeficiency virus type 1 envelope glycoprotein in San Francisco Men's Health Study participants,"McCutchan,F.E., Sanders-Buell,E., Salminen,M.O., Carr,J.K. and Sheppard,W.H.",1998
AF025758,B,1985,9519894,Diversity of the human immunodeficiency virus type 1 envelope glycoprotein in San Francisco Men's Health Study participants,"McCutchan,F.E., Sanders-Buell,E., Salminen,M.O., Carr,J.K. and Sheppard,W.H.",1998
AF025759,B,1986,9519894,Diversity of the human immunodeficiency virus type 1 envelope glycoprotein in San Francisco Men's Health Study participants,"McCutchan,F.E., Sanders-Buell,E., Salminen,M.O., Carr,J.K. and Sheppard,W.H.",1998
AF025760,B,1986,9519894,Diversity of the human immunodeficiency virus type 1 envelope glycoprotein in San Francisco Men's Health Study participants,"McCutchan,F.E., Sanders-Buell,E., Salminen,M.O., Carr,J.K. and Sheppard,W.H.",1998
AF025761,B,1986,9519894,Diversity of the human immunodeficiency virus type 1 envelope glycoprotein in San Francisco Men's Health Study participants,"McCutchan,F.E., Sanders-Buell,E., Salminen,M.O., Carr,J.K. and Sheppard,W.H.",1998
AF025762,B,1988,9519894,Diversity of the human immunodeficiency virus type 1 envelope glycoprotein in San Francisco Men's Health Study participants,"McCutchan,F.E., Sanders-Buell,E., Salminen,M.O., Carr,J.K. and Sheppard,W.H.",1998
AF025763,B,1989,9519894,Diversity of the human immunodeficiency virus type 1 envelope glycoprotein in San Francisco Men's Health Study participants,"McCutchan,F.E., Sanders-Buell,E., Salminen,M.O., Carr,J.K. and Sheppard,W.H.",1998
AF025764,B,1985,9519894,Diversity of the human immunodeficiency virus type 1 envelope glycoprotein in San Francisco Men's Health Study participants,"McCutchan,F.E., Sanders-Buell,E., Salminen,M.O., Carr,J.K. and Sheppard,W.H.",1998
AF035532,B,,7983734,Adaptation to persistent growth in the H9 cell line renders a primary isolate of human immunodeficiency virus type 1 sensitive to neutralization by vaccine sera,"Wrin,T., Loh,T.P., Vennari,J.C., Schuitemaker,H. and Nunberg,J.H.",1995
AF041125,B,1992,10445815,Comparison of complete env gene sequences from individuals with symptomatic primary HIV type 1 infection,"Ataman-Onal,Y., Coiffier,C., Giraud,A., Babic-Erceg,A., Biron,F. and Verrier,B.",1999
AF041126,B,1992,10445815,Comparison of complete env gene sequences from individuals with symptomatic primary HIV type 1 infection,"Ataman-Onal,Y., Coiffier,C., Giraud,A., Babic-Erceg,A., Biron,F. and Verrier,B.",1999
AF041127,B,1993,10445815,Comparison of complete env gene sequences from individuals with symptomatic primary HIV type 1 infection,"Ataman-Onal,Y., Coiffier,C., Giraud,A., Babic-Erceg,A., Biron,F. and Verrier,B.",1999
AF041128,B,1993,10445815,Comparison of complete env gene sequences from individuals with symptomatic primary HIV type 1 infection,"Ataman-Onal,Y., Coiffier,C., Giraud,A., Babic-Erceg,A., Biron,F. and Verrier,B.",1999
AF041129,B,1993,10445815,Comparison of complete env gene sequences from individuals with symptomatic primary HIV type 1 infection,"Ataman-Onal,Y., Coiffier,C., Giraud,A., Babic-Erceg,A., Biron,F. and Verrier,B.",1999
AF041130,B,1993,10445815,Comparison of complete env gene sequences from individuals with symptomatic primary HIV type 1 infection,"Ataman-Onal,Y., Coiffier,C., Giraud,A., Babic-Erceg,A., Biron,F. and Verrier,B.",1999
AF041131,B,1993,10445815,Comparison of complete env gene sequences from individuals with symptomatic primary HIV type 1 infection,"Ataman-Onal,Y., Coiffier,C., Giraud,A., Babic-Erceg,A., Biron,F. and Verrier,B.",1999
AF041132,B,1994,10445815,Comparison of complete env gene sequences from individuals with symptomatic primary HIV type 1 infection,"Ataman-Onal,Y., Coiffier,C., Giraud,A., Babic-Erceg,A., Biron,F. and Verrier,B.",1999
AF041133,B,1995,10445815,Comparison of complete env gene sequences from individuals with symptomatic primary HIV type 1 infection,"Ataman-Onal,Y., Coiffier,C., Giraud,A., Babic-Erceg,A., Biron,F. and Verrier,B.",1999
AF041134,B,1995,10445815,Comparison of complete env gene sequences from individuals with symptomatic primary HIV type 1 infection,"Ataman-Onal,Y., Coiffier,C., Giraud,A., Babic-Erceg,A., Biron,F. and Verrier,B.",1999
AF041135,B,1996,10445815,Comparison of complete env gene sequences from individuals with symptomatic primary HIV type 1 infection,"Ataman-Onal,Y., Coiffier,C., Giraud,A., Babic-Erceg,A., Biron,F. and Verrier,B.",1999
AF042100,B,1986,10754387,Rapid full-length genomic sequencing of two cytopathically heterogeneous Australian primary HIV-1 isolates,"Oelrichs,R.B., Lawson,V.A., Coates,K.M., Chatfield,C., Deacon,N.J. and McPhee,D.A.",2000
AF042101,B,1987,10754387,Rapid full-length genomic sequencing of two cytopathically heterogeneous Australian primary HIV-1 isolates,"Oelrichs,R.B., Lawson,V.A., Coates,K.M., Chatfield,C., Deacon,N.J. and McPhee,D.A.",2000
AF042102,B,1993,,Genomic sequence of HIV-1 from four members of the Sydney Blood Bank Cohort of long term non-progressors,"Oelrichs,R.B., McPhee,D.A. and Deacon,N.J.",
AF042103,B,1995,,Genomic sequence of HIV-1 from four members of the Sydney Blood Bank Cohort of long term non-progressors,"Oelrichs,R.B., McPhee,D.A. and Deacon,N.J.",
AF042104,B,1996,,Genomic sequence of HIV-1 from four members of the Sydney Blood Bank Cohort of long term non-progressors,"Oelrichs,R.B., McPhee,D.A. and Deacon,N.J.",
AF042105,B,1996,,Genomic sequence of HIV-1 from four members of the Sydney Blood Bank Cohort of long term non-progressors,"Oelrichs,R.B., McPhee,D.A. and Deacon,N.J.",
AF049337,04_cpx,1994,9811767,"An isolate of human immunodeficiency virus type 1 originally classified as subtype I represents a complex mosaic comprising three different group M subtypes (A, G, and I)","Gao,F., Robertson,D.L., Carruthers,C.D., Li,Y., Jian,B., Salminen,M.O., Kostrikis,L.G., Ho,D.D., Shaw,G.M., Sharp,P.M. and Hahn,B.H.",1998
AF049494,B,,9765443,Molecular cloning and characterization of viruses isolated from chimpanzees with pathogenic human immunodeficiency virus type 1 infections,"Mwaengo,D.M. and Novembre,F.J.",1998
AF049495,B,,9765443,Molecular cloning and characterization of viruses isolated from chimpanzees with pathogenic human immunodeficiency virus type 1 infections,"Mwaengo,D.M. and Novembre,F.J.",1998
AF061642,G,1993,9683568,Full genome sequences of human immunodeficiency virus type 1 subtypes G and A/G intersubtype recombinants,"Carr,J.K., Salminen,M.O., Albert,J., Sanders-Buell,E., Gotte,D., Birx,D.L. and McCutchan,F.E.",1998
AF063224,02_AG,1991,9683568,Full genome sequences of human immunodeficiency virus type 1 subtypes G and A/G intersubtype recombinants,"Carr,J.K., Salminen,M.O., Albert,J., Sanders-Buell,E., Gotte,D., Birx,D.L. and McCutchan,F.E.",1998
AF064699,06_cpx,1996,9824329,A novel subtype A/G/J recombinant full-length HIV type 1 genome from Burkina Faso,"Oelrichs,R.B., Workman,C., Laukkanen,T., McCutchan,F.E. and Deacon,N.J.",1998
