PubMedID,PubYear,NumPatients,RxStatus,Title,Subtypes,Authors
20373959,2010,21,RxEntryInhibitor,Characterization of emergent HIV resistance in treatment-naive subjects enrolled in a vicriviroc phase 2 trial,B; D; F1,"McNicholas,P., Wei,Y., Whitcomb,J., Greaves,W., Black,T.A., Tremblay,C.L. and Strizki,J.M."
,2013,20,Unpublished,CAVD/CA-VIMC Southern Africa HIV-1 Env-pseudotyped Virus Panel Project,C,"Ping,L.-H., Hahn,B.H., Montefiori,D.C., Williamson,C., Swanstrom,R., Anderson,J.A., Salazar-Gonzalez,J.F., Salazar,M.G., Iyer,S.S., Learn,G.H., Decker,J.M., Kincer,L., Arney,L., Vermeulen,M. and Saville,A."
,2013,20,Unpublished,Direct Submission,01BC; 01C; 01_AE; 64_BC; 87_cpx; 88_BC; BC; C,"Wei,H."
,2013,20,Unpublished,CAVD/CA-VIMC Neutralization Serotype Discovery Project,07_BC; B,"Chen,Y., Gao,F., Hahn,B.H., Swanstrom,R., Kim,J., Seaman,M.S., Williamson,C. and Montefiori,D.C."
,2007,20,Naive,Direct Submission,B,"Jiang,C., Kirchherr,J., Haynes,B. and Gao,F."
15320994,2005,20,Naive,HIV type 1 subtypes among blood donors in the Mbeya region of southwest Tanzania,A1; A1C; A1D; C; CD; D,"Arroyo,M.A., Hoelscher,M., Sanders-Buell,E., Herbinger,K.H., Samky,E., Maboko,L., Hoffmann,O., Robb,M.R., Birx,D.L. and McCutchan,F.E."
17514017,2007,20,Naive,Development of an HIV-1 Reference Panel of Recombinant Viruses that Express Envelope Proteins Derived from Recently Transmitted Subtype B Isolates,02_AG; B,"Schweighardt,B., Liu,Y., Huang,W., Chappey,C., Lie,Y.S., Petropoulos,C.J. and Wrin,T."
18507530,2008,20,Naive,Genotypic characterization and comparison of full-length envelope glycoproteins from South African HIV type 1 subtype C primary isolates that utilize CCR5 and/or CXCR4,C; CD,"Michler,K., Connell,B.J., Venter,W.D., Stevens,W.S., Capovilla,A. and Papathanasopoulos,M.A."
20156095,2010,20,Naive,"Evaluation of HIV type 1 strains in men having sex with men and in female sex workers in Mombasa, Kenya",A1; A1A2CD; A1A2D; A1C; A1D; DG,"Tovanabutra,S., Sanders,E.J., Graham,S.M., Mwangome,M., Peshu,N., McClelland,R.S., Muhaari,A., Crossler,J., Price,M.A., Gilmour,J., Michael,N.L. and McCutchan,F.M."
26115688,2015,20,Naive,Subtype-independent near full-length HIV-1 genome sequencing and assembly to be used in large molecular epidemiological studies and clinical management,01B; 01_AE; 02_AG; B; C,"Grossmann,S., Nowak,P. and Neogi,U."
26997611,2016,20,RxUnspecified,Functional characteristics of the natural polymorphisms of HIV-1 gp41 in HIV-1 isolates from enfuvirtide-naive Korean patients,B,"Shin,Y., Yoon,C.H., Yang,H.J., Lim,H., Choi,B.S., Kim,S.S. and Kang,C."
26339063,2015,19,RxEntryInhibitor,Characterizing the Diverse Mutational Pathways Associated with R5-Tropic Maraviroc Resistance: HIV-1 That Uses the Drug-Bound CCR5 Coreceptor,B,"Jiang,X., Feyertag,F., Meehan,C.J., McCormack,G.P., Travers,S.A., Craig,C., Westby,M., Lewis,M. and Robertson,D.L."
15857994,2005,18,Naive,"Biologic and genetic characterization of a panel of 60 human immunodeficiency virus type 1 isolates, representing clades A, B, C, D, CRF01_AE, and CRF02_AG, for the development and assessment of candidate vaccines",01_AE; A1; B; C; D,"Brown,B.K., Darden,J.M., Tovanabutra,S., Oblander,T., Frost,J., Sanders-Buell,E., de Souza,M.S., Birx,D.L., McCutchan,F.E. and Polonis,V.R."
16641269,2006,18,RxSuppressed,Neutralizing antibodies do not mediate suppression of human immunodeficiency virus type 1 in elite suppressors or selection of plasma virus variants in patients on highly active antiretroviral therapy,B,"Bailey,J.R., Lassen,K.G., Yang,H.C., Quinn,T.C., Ray,S.C., Blankson,J.N. and Siliciano,R.F."
24369910,2013,18,Naive,HIV-1 envelope replication and alpha4beta7 utilization among newly infected subjects and their corresponding heterosexual partners,D,"Pena-Cruz,V., Etemad,B., Chatziandreou,N., Nyein,P.H., Stock,S., Reynolds,S.J., Laeyendecker,O., Gray,R.H., Serwadda,D., Lee,S.J., Quinn,T.C. and Sagar,M."
26763952,2016,18,Naive,"Geographic origin and evolutionary history of China's two predominant HIV-1 circulating recombinant forms, CRF07_BC and CRF08_BC",07_BC; 08_BC; BC,"Feng,Y., Takebe,Y., Wei,H., He,X., Hsi,J.H., Li,Z., Xing,H., Ruan,Y., Yang,Y., Li,F., Wei,J., Li,X. and Shao,Y."
27959728,2037,18,RxSuppressed,Effect of HIV Antibody VRC01 on Viral Rebound after Treatment Interruption,B,"Bar,K.J., Sneller,M.C., Harrison,L.J., Justement,J.S., Overton,E.T., Petrone,M.E., Salantes,D.B., Seamon,C.A., Scheinfeld,B., Kwan,R.W., Learn,G.H., Proschan,M.A., Kreider,E.F., Blazkova,J., Bardsley,M., Refsland,E.W., Messer,M., Clarridge,K.E., Tustin,N.B., Madden,P.J., Oden,K., O'Dell,S.J., Jarocki,B., Shiakolas,A.R., Tressler,R.L., Doria-Rose,N.A., Bailer,R.T., Ledgerwood,J.E., Capparelli,E.V., Lynch,R.M., Graham,B.S., Moir,S., Koup,R.A., Mascola,J.R., Hoxie,J.A., Fauci,A.S., Tebas,P. and Chun,T.W."
,,17,Unpublished,A comprehensive panel of infectious molecular clones derived from HIV isolates of BBI subtype infectivity panel,01_AE; 02_AG; 06_cpx; A1; B; C; D; F1; G; U,"Takekawa,N., Takeda,S., Uchiyama,C. and Tatsumi,M."
11600844,2001,17,Naive,Diverse BF recombinants have spread widely since the introduction of HIV-1 into South America,12_BF; 17_BF; B; BF,"Carr,J.K., Avila,M., Gomez Carrillo,M., Salomon,H., Hierholzer,J., Watanaveeradej,V., Pando,M.A., Negrete,M., Russell,K.L., Sanchez,J., Birx,D.L., Andrade,R., Vinoles,J. and McCutchan,F.E."
16378985,2006,17,Unknown,Neutralization escape variants of human immunodeficiency virus type 1 are transmitted from mother to infant,A1; A1CD; A1D; AD; CD,"Wu,X., Parast,A.B., Richardson,B.A., Nduati,R., John-Stewart,G., Mbori-Ngacha,D., Rainwater,S.M. and Overbaugh,J."
18184088,2007,17,Naive,Characterization of near full-length genomes of HIV type 1 strains in Denmark: basis for a universal therapeutic vaccine,B; C,"Andresen,B.S., Vinner,L., Tang,S., Bragstad,K., Kronborg,G., Gerstoft,J., Corbet,S. and Fomsgaard,A."
20423223,2010,17,Naive,"A substantial transmission bottleneck among newly and recently HIV-1-infected injection drug users in St Petersburg, Russia",06_cpx; A6,"Masharsky,A.E., Dukhovlinova,E.N., Verevochkin,S.V., Toussova,O.V., Skochilov,R.V., Anderson,J.A., Hoffman,I., Cohen,M.S., Swanstrom,R. and Kozlov,A.P."
21561918,2011,17,Naive,"Activity of Broadly Neutralizing Antibodies, Including PG9, PG16, and VRC01, against Recently Transmitted Subtype B HIV-1 Variants from Early and Late in the Epidemic",B,"Euler,Z., Bunnik,E.M., Burger,J.A., Boeser-Nunnink,B.D., Grijsen,M.L., Prins,J.M. and Schuitemaker,H."
22693444,2012,17,Naive,Transmitted/founder and chronic subtype C HIV-1 use CD4 and CCR5 receptors with equal efficiency and are not inhibited by blocking the integrin alpha4beta7,C,"Parrish,N.F., Wilen,C.B., Banks,L.B., Iyer,S.S., Pfaff,J.M., Salazar-Gonzalez,J.F., Salazar,M.G., Decker,J.M., Parrish,E.H., Berg,A., Hopper,J., Hora,B., Kumar,A., Mahlokozera,T., Yuan,S., Coleman,C., Vermeulen,M., Ding,H., Ochsenbauer,C., Tilton,J.C., Permar,S.R., Kappes,J.C., Betts,M.R., Busch,M.P., Gao,F., Montefiori,D., Haynes,B.F., Shaw,G.M., Hahn,B.H. and Doms,R.W."
27595568,2016,17,Unknown,Tracing HIV-1 transmission: envelope traits of HIV-1 transmitter and recipient pairs,B,"Oberle,C.S., Joos,B., Rusert,P., Campbell,N.K., Beauparlant,D., Kuster,H., Weber,J., Schenkel,C.D., Scherrer,A.U., Magnus,C., Kouyos,R., Rieder,P., Niederost,B., Braun,D.L., Pavlovic,J., Boni,J., Yerly,S., Klimkait,T., Aubert,V., Trkola,A., Metzner,K.J. and Gunthard,H.F."
,,16,Unpublished,Seminal HIV compartmentalization in relation to HIV-1 transmission,A1; A1C; A1D; C; D,"Williams,C.A., Campbell,M.S., Payant,R., Lam,A., Zhao,H., Huang,H., Wald,A., Stevens,W., Gray,G., Farquhar,C., Rees,H., Celum,C., Mullins,J.I., Lingappa,J.R. and Frenkel,L.M."
,2015,16,Unpublished,Direct Submission,02A; 20_BG; B; BF1; C; F1; G,"Cuevas,M.T., Delgado,E., Sanchez-Martinez,M., Thomson,M., Carrera,C., Montero,V. and Perez-Alvarez,L."
15266112,2004,16,Naive,Detection of human immunodeficiency virus type 1 envelope peptide- stimulated T-helper cell responses and variations in the corresponding regions of viral isolates among vertically infected children,C,"Meddows-Taylor,S., Papathanasopoulos,M.A., Kuhn,L., Meyers,T.M. and Tiemessen,C.T."
20808902,2010,16,Naive,HIV-1 Populations in Semen Arise through Multiple Mechanisms,B; C,"Anderson,J.A., Ping,L.H., Dibben,O., Jabara,C.B., Arney,L., Kincer,L., Tang,Y., Hobbs,M., Hoffman,I., Kazembe,P., Jones,C.D., Borrow,P., Fiscus,S., Cohen,M.S. and Swanstrom,R."
23874931,2013,16,RxRTI,HIV-1 Autologous Antibody Neutralization Associates with Mother to Child Transmission,A1; A1C; C,"Baan,E., de Ronde,A., Stax,M., Sanders,R.W., Luchters,S., Vyankandondera,J., Lange,J.M., Pollakis,G. and Paxton,W.A."
24390323,2014,16,RxVariable,HLA-B*57 Elite Suppressor and Chronic Progressor HIV-1 Isolates Replicate Vigorously and Cause CD4+ T Cell Depletion in Humanized BLT Mice,B,"Salgado,M., Swanson,M.D., Pohlmeyer,C.W., Buckheit,R.W. III, Wu,J., Archin,N.M., Williams,T.M., Margolis,D.M., Siliciano,R.F., Garcia,J.V. and Blankson,J.N."
28401776,2017,16,Naive,Molecular characteristics of the envelope of vertically transmitted HIV-1 strains from infants with HIV infection,C,"Ashokkumar,M., Nesakumar,M., Narayanaiah,C., Kk,V.V., Hemalatha,B., Tripathy,S.P. and Hanna,L.E."
,2016,15,Naive,A new HIV-1 B/F1 unique recombinant form (URF) outbreak in Luxembourg: near full-length genome characterization and phylogenetic analysis,42_BF,"Struck,D., Roman,F., Lambert,C., Masquelier,C., Servais,J.-Y., Arendt,V., Hemmer,R., Staub,T., Devaux,C. and Schmit,J.-C."
,,15,Unpublished,Molecular clones of HIV-1 env of different genetic forms,01_AE; 12_BF; A1U; B; BG; D; G,"Delgado,E., Revilla,A. and Thomson,M.M."
,,15,Unpublished,CAVD CAVIMC Neutralization Serotype Discovery Project,01_AE; B,"Sanders-Buell,E., Montefiori,D., Seaman,M., Williamson,C., Hahn,B., Gao,F., Swanstrom,R., Sutthent,R., Permpikul,P., Sullivan,A.O., Lei,E., Kim,J. and Tovanabutra,S."
,,15,Unpublished,CAVD/CA-VIMC Southern Africa HIV-1 Env-pseudotyped Virus Panel Project,B; C,"Hahn,B.H., Montefiori,D.C., Williamson,C., Swanstrom,R., Anderson,J.A., Salazar Gonzalez,J.F., Salazar,M.G., Iyer,S.S., Learn,G.H., Decker,J.M., Ping,L.H., Kincer,L., Arney,L., Vermeulen,M. and Saville,A."
21526184,2011,15,Naive,Change of positive selection pressure on HIV-1 envelope gene inferred by early and recent samples,B,"Yoshida,I., Sugiura,W., Shibata,J., Ren,F., Yang,Z. and Tanaka,H."
25125210,2014,15,RxVariable,Single genome analysis reveals genetic characteristics of Neuroadaptation across HIV-1 envelope,B,"Evering,T.H., Kamau,E., St Bernard,L., Farmer,C.B., Kong,X.P. and Markowitz,M."
25401747,2014,15,Naive,"Deep Sequencing of HIV-1 near Full-Length Proviral Genomes Identifies High Rates of BF1 Recombinants Including Two Novel Circulating Recombinant Forms (CRF) 70_BF1 and a Disseminating 71_BF1 among Blood Donors in Pernambuco, Brazil",70_BF1; 71_BF1; B; BF1,"Pessoa,R., Watanabe,J.T., Calabria,P., Felix,A.C., Loureiro,P., Sabino,E.C., Busch,M.P. and Sanabani,S.S."
27500724,2016,15,RxVariable,Defective proviruses rapidly accumulate during acute HIV-1 infection,B,"Bruner,K.M., Murray,A.J., Pollack,R.A., Soliman,M.G., Laskey,S.B., Capoferri,A.A., Lai,J., Strain,M.C., Lada,S.M., Hoh,R., Ho,Y.C., Richman,D.D., Deeks,S.G., Siliciano,J.D. and Siliciano,R.F."
9519894,1998,15,Naive,Diversity of the human immunodeficiency virus type 1 envelope glycoprotein in San Francisco Men's Health Study participants,B,"McCutchan,F.E., Sanders-Buell,E., Salminen,M.O., Carr,J.K. and Sheppard,W.H."
,,14,Unpublished,Functional env clones of clade AG Human immunodeficiency virus type 1 as standard reference reagents for neutralizing antibody assays,02A1; 02_AG,"Ellenberger,D., Li,B., Callahan,M., Butera,S., Folks,T., Nkengasong,J. and Pieniazek,D."
19113978,2009,14,Naive,Development of a panel of well-characterized human immunodeficiency virus type 1 isolates from newly diagnosed patients including acute and recent infections,02_AG; B; C; G,"Fernandez-Garcia,A., Cuevas,M.T., Munoz-Nieto,M., Ocampo,A., Pinilla,M., Garcia,V., Serrano-Bengoechea,E., Lezaun,M.J., Delgado,E., Thomson,M., Gonzalez-Galeano,M., Contreras,G., Najera,R. and Perez-Alvarez,L."
19279683,2009,14,Naive,HIV-1 epidemic in the Caribbean is dominated by subtype B,B,"Nadai,Y., Eyzaguirre,L.M., Sill,A., Cleghorn,F., Nolte,C., Charurat,M., Collado-Chastel,S., Jack,N., Bartholomew,C., Pape,J.W., Figueroa,P., Blattner,W.A. and Carr,J.K."
22073263,2011,14,RxVariable,Molecular Evolution of HIV-1 CRF01_AE Env in Thai Patients,01_AE,"Boonchawalit,S., Jullaksorn,D., Uttiyoung,J., Yowang,A., Krathong,N., Chautrakul,S., Yamashita,A., Ikuta,K., Roobsoong,A., Kanitvittaya,S., Sawanpanyalert,P. and Kameoka,M."
25430652,2014,14,Naive,Characterization of HIV-1 envelopes in acutely and chronically infected injection drug users,B,"Etemad,B., Gonzalez,O.A., White,L., Laeyendecker,O., Kirk,G.D., Mehta,S. and Sagar,M."
28092665,2017,14,RxSuppressed,Antibody 10-1074 suppresses viremia in HIV-1-infected individuals,B,"Caskey,M., Schoofs,T., Gruell,H., Settler,A., Karagounis,T., Kreider,E.F., Murrell,B., Pfeifer,N., Nogueira,L., Oliveira,T.Y., Learn,G.H., Cohen,Y.Z., Lehmann,C., Gillor,D., Shimeliovich,I., Unson-O'Brien,C., Weiland,D., Robles,A., Kummerle,T., Wyen,C., Levin,R., Witmer-Pack,M., Eren,K., Ignacio,C., Kiss,S., West,A.P. Jr., Mouquet,H., Zingman,B.S., Gulick,R.M., Keler,T., Bjorkman,P.J., Seaman,M.S., Hahn,B.H., Fatkenheuer,G., Schlesinger,S.J., Nussenzweig,M.C. and Klein,F."
8627686,1996,14,Naive,Molecular cloning and analysis of functional envelope genes from human immunodeficiency virus type 1 sequence subtypes A through G. The WHO and NIAID Networks for HIV Isolation and Characterization,01_AE; B; D; G,"Gao,F., Morrison,S.G., Robertson,D.L., Thornton,C.L., Craig,S., Karlsson,G., Sodroski,J., Morgado,M., Galvao-Castro,B., von Briesen,H., Beddows,S., Weber,J., Sharp,P.M., Shaw,G.M. and Hahn,B.H."
,,13,Unpublished,Genetic analysis of full-length env from South African HIV-1 subtype C primary isolates that can utilize CCR5 and/or CXCR4,C,"Nkosi,S.P.G., Patience,T., Cilliers,T., Morris,L. and Papathanasopoulos,M.A."
,2017,13,Unpublished,Direct Submission,CF1; F1,"Cuevas,M.T., Sanchez,M., Mielu,L.M., Delgado,E. and Thomson,M.M."
11709098,2001,13,Naive,Genetic analysis of the complete gag and env genes of HIV type 1 subtype C primary isolates from South Africa,C,"Engelbrecht,S., de Villiers,T., Sampson,C.C., zur Megede,J., Barnett,S.W. and van Rensburg,E.J."
15989463,,13,Unknown,"Full length genome analysis of HIV-1 viral evolution, and date of origin in an American cohort",B,"Mikhail,M., Wang,B., Lemey,P., Lal,R.B., Yang,C., Vandamme,A.-M., Owen,S.M., Spira,T. and Saksena,N.K."
17356464,2007,13,Unknown,Identification of 3 phylogenetically related HIV-1 BG intersubtype circulating recombinant forms in Cuba,20_BG; 23_BG; 24_BG; B; G,"Sierra,M., Thomson,M.M., Posada,D., Perez,L., Aragones,C., Gonzalez,Z., Perez,J., Casado,G. and Najera,R."
17919099,2007,13,Entry-Naive,Amino acid conservation in the gp41 transmembrane protein and natural polymorphisms associated with enfuvirtide resistance across HIV-1 variants,02A1; 02_AG; 11_cpx; A2; D; G; H,"Holguin,A., De Arellano,E.R. and Soriano,V."
22995123,2012,13,Unknown,HIV-1 subtype C superinfected individuals mount low autologous neutralizing antibody responses prior to intrasubtype superinfection,C,"Basu,D., Kraft,C.S., Murphy,M.K., Campbell,P.J., Yu,T., Hraber,P.T., Irene,C., Pinter,A., Chomba,E., Mulenga,J., Kilembe,W., Allen,S.A., Derdeyn,C.A. and Hunter,E."
26599410,2015,13,Naive,Phylogeny and Phylogeography of a Recent HIV-1 Subtype F Outbreak among Men Who Have Sex with Men in Spain Deriving from a Cluster with a Wide Geographic Circulation in Western Europe,F1,"Delgado,E., Cuevas,M.T., Dominguez,F., Vega,Y., Cabello,M., Fernandez-Garcia,A., Perez-Losada,M., Castro,M.A., Montero,V., Sanchez,M., Marino,A., Alvarez,H., Ordonez,P., Ocampo,A., Miralles,C., Perez-Castro,S., Lopez-Alvarez,M.J., Rodriguez,R., Trigo,M., Diz-Aren,J., Hinojosa,C., Bachiller,P., Hernaez-Crespo,S., Cisterna,R., Garduno,E., Perez-Alvarez,L. and Thomson,M.M."
28077647,2017,13,Naive,Sensitive next generation sequencing method reveals deep genetic diversity of HIV-1 in the Democratic Republic of the Congo,A1G; A1GH; CU; D; F1F2; H; J; U,"Rodgers,M.A., Wilkinson,E., Vallari,A., McArthur,C., Sthreshley,L., Brennan,C.A., Cloherty,G. and de Oliveira,T."
8744585,1996,13,Naive,"env gene sequences of primary HIV type 1 isolates of subtypes B, C, D, E, and F obtained from the World Health Organization Network for HIV Isolation and Characterization",01_AE; B; C; CD,"Penny,M.A., Thomas,S.J., Douglas,N.W., Ranjbar,S., Holmes,H. and Daniels,R.S."
,,12,Unpublished,Impaired fitness of acute/early viruses in persons who become HIV controllers,A1; B,"Miura,T."
,,12,Unpublished,Molecular Epidemiology of Human Immunodeficiency Virus Infected Individuals in Uruguay,38_BF; B; BC; BF,"Eyzaguirre,L.M., Vinoles,J., Serra,M., Russi,J.C., Montano,S.M., Sanchez,G. and Carr,J.K."
,2016,12,Unpublished,Direct Submission,02A; 19_cpx; B; G,"Cuevas,T., Sanchez,M., Delgado,E., Carrera,C., Montero,V., Benito,S., Thomson,M. and Perez-Alvarez,L."
11044094,2000,12,Naive,Unprecedented degree of human immunodeficiency virus type 1 (HIV-1) group M genetic diversity in the Democratic Republic of Congo suggests that the HIV-1 pandemic originated in Central Africa,26C; 26_A5U; A1; A4; AJ; D; FKU; J; JU; U,"Vidal,N., Peeters,M., Mulanga-Kabeya,C., Nzilambi,N., Robertson,D., Ilunga,W., Sema,H., Tshimanga,K., Bongo,B. and Delaporte,E."
11177395,2001,12,Unknown,Near full-length clones and reference sequences for subtype C isolates of HIV type 1 from three different continents,07_BC; 08_BC; C,"Rodenburg,C.M., Li,Y., Trask,S.A., Chen,Y., Decker,J., Robertson,D.L., Kalish,M.L., Shaw,G.M., Allen,S., Hahn,B.H. and Gao,F."
15858036,2005,12,Naive,Characterization of human immunodeficiency virus type 1 (HIV-1) envelope variation and neutralizing antibody responses during transmission of HIV-1 subtype B,B,"Frost,S.D., Liu,Y., Pond,S.L., Chappey,C., Wrin,T., Petropoulos,C.J., Little,S.J. and Richman,D.D."
16910825,2006,12,Naive,Molecular Epidemiology of HIV Type 1 in Ukraine: Birthplace of an Epidemic,A6; B,"Saad,M.D., Shcherbinskaya,A.M., Nadai,Y., Kruglov,Y.V., Antonenko,S.V., Lyulchuk,M.G., Kravchenko,O.N., Earhart,K.C., Sanchez,J.L., Brix,D.L. and Carr,J.K."
17919103,2007,12,Naive,Characterization of the full-length human immunodeficiency virus-1 genome from recently infected subjects in Brazil,B; BF,"Sa-Filho,D., Kallas,E.G., Sanabani,S., Sabino,E., Sucupira,M.C., Sanchez-Rosa,A.C., Tescarollo,G., Tomiyama,H., Bassichetto,K., Janini,L.M. and Diaz,R.S."
18620491,2008,12,Naive,"Analysis of near full-length genomic sequences of drug-resistant HIV-1 spreading among therapy-naive individuals in Nagoya, Japan: amino acid mutations associated with viral replication activity",B,"Ibe,S., Shigemi,U., Sawaki,K., Fujisaki,S., Hattori,J., Yokomaku,Y., Mamiya,N., Hamaguchi,M. and Kaneda,T."
19474105,2009,12,Naive,"Cross-subtype neutralization sensitivity despite monoclonal antibody resistance among early subtype A, C, and D envelope variants of human immunodeficiency virus type 1",A1; A1D; A2D; C; D,"Blish,C.A., Jalalian-Lechak,Z., Rainwater,S., Nguyen,M.A., Dogan,O.C. and Overbaugh,J."
22549382,2012,12,Naive,CRF22_01A1 is Involved in the Emergence of New HIV-1 Recombinants in Cameroon,0222; 02B; 02F2G; 22_01A1,"Zhao,J., Tang,S., Ragupathy,V., Gaddam,D., Wang,X., Zhang,P., Nyambi,P.N. and Hewlett,I."
26378795,2015,12,Naive,Heterosexual Transmission of Subtype C HIV-1 Selects Consensus-Like Variants without Increased Replicative Capacity or Interferon-alpha Resistance,C,"Deymier,M.J., Ende,Z., Fenton-May,A.E., Dilernia,D.A., Kilembe,W., Allen,S.A., Borrow,P. and Hunter,E."
,2015,11,Unpublished,Direct Submission,B,"Joshi,A., Sedano,M.J., Punke,E. and Garg,H."
,2007,11,Unpublished,Direct Submission,B,"Keele,B.F., Hahn,B.H., Tamaras,G.D., Greenberg,M.L., Weinhold,K.J., Blattner,W.A., Cleghorn,F. and Jack,N."
,,11,Unknown,Human immunodeficiency virus type 1 CRF07_BC Env/Rev cassette from chronically infected individuals in China for use as Env-pseudotyped viruses in neutralizing antibody assays,07_BC,"Hong,K., Tang,H., Montefiori,D. and Shao,Y."
,2013,11,Unpublished,Direct Submission,A1C; C,"Thebus,R., Rademeyer,C., Marais,J. and Williamson,C."
10445815,1999,11,Naive,Comparison of complete env gene sequences from individuals with symptomatic primary HIV type 1 infection,B,"Ataman-Onal,Y., Coiffier,C., Giraud,A., Babic-Erceg,A., Biron,F. and Verrier,B."
